Time 		Copy 	Extrap 	MSE 			MAE 			PSN
1		0	0		0.000000		0.000000		1.#INF00
2		19	2178		0.000342		0.000248		82.788162
3		19	2178		0.004691		0.001088		71.418495
4		21	2176		0.000180		0.000170		85.585625
5		19	2178		0.001628		0.000744		76.013931
6		19	2178		0.003306		0.000994		72.937447
7		19	2178		0.003044		0.000794		73.296715
8		19	2178		0.000475		0.000256		81.363869
9		19	2178		0.002128		0.000453		74.850830
10		40	2157		0.003778		0.000819		72.358040
11		40	2157		0.000189		0.000108		85.364754
12		42	2155		0.002903		0.000406		73.502144
13		49	2148		0.002683		0.000395		73.844902
14		48	2149		0.005498		0.000780		70.728409
15		54	2143		0.002591		0.000384		73.996758
16		52	2145		0.000939		0.000336		78.403862
17		45	2152		0.557292		0.018864		50.669975
18		69	2128		0.025433		0.002855		64.076859
19		74	2123		0.018700		0.003081		65.412384
20		83	2114		0.000920		0.000383		78.491447
21		83	2114		0.001639		0.000530		75.984848
22		84	2113		0.005528		0.001569		70.705025
23		89	2108		0.141661		0.011895		56.618305
24		106	2091		0.051955		0.004020		60.974556
25		112	2085		0.075417		0.005214		59.356098
26		109	2088		0.094788		0.007831		58.363297
27		112	2085		0.178500		0.011666		55.614426
28		107	2090		0.272970		0.011536		53.769650
29		126	2071		0.185483		0.009414		55.447769
30		132	2065		0.146541		0.011812		56.471222
31		138	2059		0.114350		0.009091		57.548443
32		128	2069		0.388581		0.026650		52.235985
33		142	2055		0.351411		0.023914		52.672653
34		152	2045		0.220306		0.012788		54.700539
35		142	2055		0.473144		0.031616		51.380875
36		175	2022		0.297683		0.018364		53.393265
37		156	2041		1.572894		0.066775		46.163811
38		179	2018		1.946892		0.062002		45.237385
39		179	2018		1.880711		0.056886		45.387581
40		170	2027		2.473111		0.093595		44.198364
41		181	2016		1.870773		0.054705		45.410591
42		190	2007		1.115380		0.051336		47.656574
43		203	1994		2.845167		0.086673		43.589725
44		209	1988		1.786653		0.075072		45.610397
45		209	1988		2.418538		0.073034		44.295273
46		210	1987		1.955483		0.074570		45.218262
47		219	1978		5.950808		0.185948		40.385048
48		221	1976		3.428280		0.102495		42.780041
49		234	1963		2.507891		0.089881		44.137718
50		235	1962		2.884233		0.111577		43.530502
51		258	1939		6.286391		0.192897		40.146790
52		259	1938		6.165103		0.183216		40.231400
53		256	1941		5.929072		0.171384		40.400932
54		263	1934		6.866053		0.187459		39.763733
55		253	1944		6.144711		0.193636		40.245789
56		256	1941		9.394456		0.262325		38.402088
57		276	1921		8.544254		0.212702		38.814064
58		280	1917		8.661928		0.242316		38.754658
59		276	1921		12.254097		0.300503		37.247993
60		291	1906		7.035994		0.197891		39.657551
61		287	1910		14.937531		0.376031		36.388016
62		290	1907		8.567569		0.253675		38.802227
63		306	1891		15.292100		0.393378		36.286133
64		306	1891		11.234683		0.325658		37.625195
65		321	1876		18.781923		0.437652		35.393402
66		326	1871		9.042230		0.240636		38.568047
67		337	1860		13.063764		0.363839		36.970119
68		358	1839		11.841828		0.337666		37.396618
69		347	1850		9.994183		0.297308		38.133331
70		358	1839		13.964462		0.367234		36.680561
71		367	1830		10.424734		0.337550		37.950153
72		377	1820		13.754587		0.354978		36.746326
73		400	1797		10.588390		0.342053		37.882504
74		397	1800		13.300196		0.363295		36.892223
75		416	1781		8.794036		0.317117		38.688923
76		393	1804		15.257417		0.463777		36.295994
77		424	1773		12.037153		0.386531		37.325565
78		420	1777		19.508450		0.565212		35.228577
79		419	1778		20.813602		0.548617		34.947330
80		447	1750		31.113726		0.716322		33.201286
81		446	1751		34.950649		0.734209		32.696251
82		443	1754		46.579189		0.794627		31.448883
83		469	1728		65.437378		0.932397		29.972544
84		451	1746		83.221703		1.153570		28.928436
85		485	1712		82.068565		1.083814		28.989037
86		481	1716		90.956238		1.189698		28.542479
87		491	1706		100.403160		1.245073		28.113329
88		485	1712		100.797295		1.396822		28.096315
89		495	1702		88.201950		1.315931		28.676022
90		499	1698		89.208603		1.419211		28.626736
91		528	1669		99.721062		1.416466		28.142933
92		524	1673		126.240173		1.725584		27.118828
93		544	1653		146.440094		1.794886		26.474205
94		523	1674		168.799057		2.054145		25.857103
95		549	1648		176.157700		2.064297		25.671787
96		550	1647		196.418930		2.224989		25.198971
97		535	1662		212.273682		2.339395		24.861841
98		558	1639		222.532852		2.486234		24.656864
99		561	1636		231.427994		2.475298		24.486645
100		590	1607		252.111099		2.640719		24.114883
101		586	1611		252.123550		2.681795		24.114668
102		581	1616		236.338547		2.716406		24.395458
103		593	1604		229.578857		2.730350		24.521484
104		585	1612		226.730194		2.886350		24.575710
105		592	1605		214.072052		2.848162		24.825203
106		597	1600		204.515152		2.832578		25.023548
107		608	1589		211.506744		2.948033		24.877563
108		576	1621		221.886505		3.035651		24.669495
109		606	1591		230.982468		3.087126		24.495012
110		601	1596		251.818649		3.307953		24.119926
111		614	1583		244.746719		3.310292		24.243633
112		625	1572		227.262955		3.358317		24.565517
113		612	1585		210.753479		3.256377		24.893055
114		631	1566		220.814255		3.387931		24.690533
115		614	1583		228.731644		3.379780		24.537542
116		626	1571		248.376953		3.492698		24.179689
117		599	1598		269.432587		3.688966		23.826303
118		630	1567		279.862915		3.711094		23.661350
119		642	1555		295.971588		3.833792		23.418303
120		619	1578		279.161255		3.852564		23.672253
121		622	1575		274.086945		3.872866		23.751919
122		628	1569		283.922302		4.016172		23.598808
123		634	1563		275.956329		3.985816		23.722401
124		626	1571		261.416809		3.982424		23.957470
125		626	1571		254.352005		4.006716		24.076452
126		631	1566		231.928604		3.898236		24.477261
127		647	1550		246.397842		3.995084		24.214436
128		643	1554		280.411407		4.194376		23.652847
129		633	1564		295.240784		4.294452		23.429041
130		659	1538		302.243652		4.421634		23.327232
131		659	1538		296.642059		4.374850		23.408478
132		638	1559		303.564362		4.570864		23.308296
133		651	1546		317.772003		4.624377		23.109648
134		655	1542		345.175629		4.964286		22.750401
135		634	1563		333.718933		4.826840		22.896996
136		656	1541		335.304504		5.027410		22.876411
137		636	1561		312.190887		4.839961		23.186600
138		647	1550		310.938751		4.944378		23.204056
139		635	1562		302.070343		4.889688		23.329723
140		661	1536		305.199799		4.925888		23.284962
141		644	1553		330.123444		5.125245		22.944040
142		647	1550		365.329071		5.348830		22.503963
