0		0
489.288		2364.74
543.159		2645.09
572.154		2791.46
602.38		2941.31
632.46		3095.84
659.676		3227.15
691.223		3402.94
691.223		3402.94
776.581		3857.45
800.763		3948.63
823.818		4047.72
821.595		4061.26
830.905		4123.49
830.905		4123.49
870.668		4324.03
889.673		4448.3
906.391		4545.82
920.058		4602.21
946.717		4721.75
979.325		4911.02
1010.32		5090.21
1031.75		5223.3
1031.75		5223.3
1044.85		5287.06
1062.79		5377.33
1087.34		5498.11
1124.07		5673.6
1124.07		5673.6
1158.56		5858
1204.36		6059.66
1204.36		6059.66
1230.16		6193.18
1249.2		6271.56
1254.25		6300.86
1282.96		6422.59
1318.48		6587.2
1316.78		6606.7
1353.27		6774.43
1411.3		7021.44
1423.47		7128.62
1446.55		7208.6
1476.57		7360.55
1489.38		7440.37
1517.08		7564.46
1556.92		7744.52
1575.19		7846.71
1619.33		8047
1653.18		8235.01
1674.21		8342.77
1718.09		8565.74
1734.07		8631.3
1756.67		8738.73
1790.67		8939.92
1802.37		8960.03
1847.18		9204.37
1846.5		9180.4
1891.07		9381.02
1925.62		9548.63
1933.9		9599.96
1963.84		9771.11
1983.93		9815.54
2002.89		9937.73
2031.85		10035.6
2053.43		10181.7
2081.51		10266.8
2104.02		10377.7
2125.95		10453.9
2153.46		10601.2
2172.67		10667.6
2203.71		10794.7
2202.99		10818.2
2239.46		10980.1
2236.83		10952.9
2274.5		11175.8
2261.09		11117.7
2316.44		11375.3
2308.52		11332.5
2333.33		11469.2
2364.65		11594.8
2361.76		11543.2
2401.37		11777.2
2393.76		11654.6
2466.79		12093.2
2460.94		12005.4
2513.86		12273
2515.64		12308.4
2533.19		12337.5
2585.81		12655.7
2555.54		12492.2
2641.42		12872.6
2633.65		12841.3
2667.86		12987.9
2702.95		13205.4
2662.48		13033.4
2738.45		13395.4
2733.9		13369.1
2761.25		13498.3
2795.01		13721.3
2778.29		13651.5
2845.45		13908.4
2834.8		13879.9
2827.63		13890.8
2882.9		14156.7
2876.1		14143.8
2884.32		14110.7
2921.84		14334.6
2928.86		14372.1
2937.53		14400.3
2957.53		14500.6
2966.62		14561.1
3002.79		14674.5
3002.29		14692.6
3016.94		14789.7
3036.5		14820.7
3040.88		14865.9
3062.65		14989.9
3088.39		15084.9
3096.65		15119.9
3127.12		15252.6
3112.32		15140
3125.95		15202.3
3170.53		15414.2
