463.495		2235.55
513.078		2495.62
513.078		2495.62
572.382		2792.35
602.562		2941.67
632.545		3096.46
632.545		3096.46
691.27		3403.49
730.581		3609.63
730.581		3609.63
776.878		3858.37
823.629		4046.09
823.629		4046.09
821.69		4060.86
831.213		4124
887.439		4437.81
886.164		4428.08
906.46		4545.56
919.693		4597.5
933.526		4672.3
944.394		4739.05
996.285		4988.15
1047.99		5261.01
1045		5287.95
1045		5287.95
1062.26		5374.37
1087.45		5496.69
1124.03		5672.74
1156.39		5836.62
1158.39		5857.46
1203.91		6057.79
1229.77		6191.51
1229.77		6191.51
1254.39		6301.22
1286.84		6467.38
1303.26		6542.82
1332.09		6679.37
1354.9		6791.18
1403.16		7000.63
1454.52		7247.64
1453.15		7268.05
1475.31		7364.79
1509.48		7528.59
1531.2		7641.59
1576.9		7841.92
1619.57		8048.07
1654.45		8237.89
1674.98		8359.3
1716.09		8563.04
1748.35		8698.94
1771.6		8792.17
1800.79		8985.91
1815.4		9025.68
1850.14		9188.16
1884.58		9355.44
1914.62		9478.48
1934.04		9586.73
1963.37		9763.51
1972.56		9781.59
2003.47		9923.02
2025.2		9980.07
2096.27		10332.5
2104.36		10367.2
2142.5		10529.4
2153.63		10603.1
2152.62		10573
2202.66		10791.8
2207.14		10803.6
2240.71		10995.5
2245.77		11016.6
2269.25		11168.8
2296.35		11238.7
2295.52		11264.2
2359.33		11572.3
2353.94		11543.2
2403.48		11761.1
2405.26		11786.8
2400.81		11669.6
2466.93		12088
2469.24		11977.7
2519.15		12304.5
2585.97		12658.6
2585.97		12658.6
2561.72		12508.8
2638.98		12862.3
2629.88		12804.6
2701.2		13169.1
2677.57		13066.8
2744.25		13388.1
2717.63		13316.1
2747.96		13418.2
2794.66		13700.2
2775.53		13627.8
2830.6		13865.1
2822.55		13850.5
2886.63		14159.7
2877.9		14138.1
2876.11		14113.1
2922.13		14330.8
2928.49		14360.7
2959.98		14492.6
2960.37		14524.5
2966.81		14524.3
3000.95		14698.2
3012.48		14770.4
3039.39		14855.4
3052.94		14930.5
3060.09		14936.5
3081.98		15032.7
3100.18		15108.4
3105.03		15104.9
