1.#QNAN		1.#QNAN
918372		909663
947523		960801
920690		915919
794345		734612
915168		910017
920235		914588
919141		905140
932194		930956
1.04962e+006		1.41807e+006
927888		928547
887536		878238
916303		914914
916993		910465
917948		912362
923366		926947
921335		919242
856178		808872
921531		922298
918131		911383
950878		977428
918390		920237
918319		920264
923545		929558
922600		925687
921465		922280
927866		951797
919080		917258
924474		938011
883293		827705
922828		934632
923456		934136
917794		909859
923880		924944
923716		946645
920217		918323
872967		740431
917831		915043
918047		924415
916506		879212
916171		883922
919818		909412
915539		900469
919188		906871
918454		905786
924118		925261
921994		951351
921039		924230
921076		923178
925515		931717
923505		910702
928237		963522
916391		909796
920144		921625
922912		934557
920592		911463
926759		940923
956939		945902
920290		941223
936263		936367
921331		913968
939839		1.64053e+006
937386		937399
932156		937255
906862		1.03875e+006
937175		940949
917508		914139
920536		920577
913147		898169
883166		625121
916513		920036
934054		935611
930628		917780
886041		890963
923015		937852
916069		917690
911803		908430
915589		916234
1.0535e+006		1.03512e+006
1.54527e+006		1.34666e+006
910956		906650
941281		970208
924541		930990
922304		927026
936818		989807
912768		921573
931379		951036
917366		910402
924361		933016
913126		767925
915062		922462
917197		922505
916155		907765
1.0507e+006		1.79356e+006
937694		1.08121e+006
915284		908772
922938		936788
942520		955580
912576		865122
918177		905709
925052		923970
929524		922254
921479		911843
920917		923810
922093		929256
918713		917786
932381		1.03711e+006
892375		891771
926730		944327
921770		914325
914382		905705
898662		901361
961132		963805
923914		925574
920560		928808
922072		937739
915932		904979
1.08629e+006		1.78484e+006
905180		892023
924215		916744
924054		919823
928784		957001
922742		901449
959898		936742
919305		921976
917861		922519
917805		901032
913270		909473
916504		926631
932486		919255
929743		924170
889602		971971
920791		927010
917931		905784
918933		916364
925965		915135
925739		926519
919733		931880
924209		931046
918606		945942
891554		880000
922951		910600
915998		901719
937173		957749
918827		921871
920699		879119
922081		915952
884578		744601
907991		902304
931368		963272
915638		888163
918798		918044
936258		947653
922649		920059
925881		937369
920370		943663
922649		926810
919623		908447
918607		904858
935792		932727
921541		928423
920778		922483
922447		932310
919689		911288
915931		896323
919351		909088
924016		923048
896448		870059
922166		919215
922252		919243
944145		1.13893e+006
922209		919736
917747		909133
920821		915749
933086		921185
920045		919432
925497		935959
899066		822325
937498		961129
934539		918766
922854		922882
918495		937072
921215		919840
920450		919584
921096		922240
888467		886176
869235		639278
923031		930001
921365		920315
923199		912522
914423		924436
924349		920155
949376		940161
920254		922106
918810		932425
922684		920897
921048		924495
931283		975560
925170		928476
920406		912357
923278		932455
924743		926436
935900		975144
921691		922582
925696		932008
923508		925296
923842		923247
926972		928272
922550		922653
919966		917981
922756		917127
922246		862591
927565		924392
913066		836708
929631		935517
924117		953607
922186		897284
966388		939644
927262		936544
915574		902004
1.11829e+006		1.3773e+006
903092		872923
931162		940364
968845		1.05482e+006
925721		928922
927862		937703
989131		1.3411e+006
921729		805144
935626		967293
914733		892436
959794		988679
915725		909048
917951		897351
908317		876962
930988		931347
894514		810097
911432		864353
902035		864677
925867		938151
918565		910494
918324		909991
919027		917628
924151		923195
917919		911415
908444		883977
925491		931942
923642		931311
920940		905697
927634		957028
1.#QNAN		1.#QNAN
909176		912711
927182		925057
823034		874722
926868		928549
920664		924201
924018		902906
916176		898365
927226		957916
918703		919521
917867		916552
916129		916107
920393		926299
903582		933460
925077		970190
915724		914654
916630		913916
924190		928661
917718		942747
920836		919554
919197		927658
923488		936481
922981		924754
1.#QNAN		1.#QNAN
917070		912760
921749		925307
919907		927452
923154		916901
920920		916722
921253		921295
919804		912943
927403		931414
925118		944816
1.01321e+006		1.03674e+006
896791		924047
918335		813723
923587		925517
914751		833790
913959		899765
917009		903692
922745		924437
923627		938602
925793		975991
920170		913906
922830		924686
923387		928220
923719		929502
925613		933564
921307		926645
928233		985067
922511		930765
922325		928834
923075		916892
923834		930575
1.03368e+006		1.04796e+006
921805		922947
928700		930903
936462		958998
1.00067e+006		958381
912588		909197
922887		930072
912742		855676
971554		1.02234e+006
918782		909017
923886		936552
923541		934052
919545		922542
918570		909492
920534		934625
673064		-83045.2
945910		956798
921260		920468
921080		925462
921425		920763
925741		929344
923112		924780
922757		923227
922728		920219
921474		915882
922479		925587
937840		957509
933624		948136
917544		907874
921198		908581
930647		962078
920717		920666
907184		1.01953e+006
923320		925050
923159		924192
922859		925753
935893		946659
927182		935725
917569		899647
918103		899778
918154		899210
922164		921193
921847		920798
919871		919502
919959		937028
921490		924392
921968		919454
923538		934250
920466		917447
906853		888394
912987		902139
914156		905753
912358		901254
980500		1.00609e+006
896383		868520
967258		1.08573e+006
928719		941587
922800		932886
923065		942291
921030		934954
920950		933514
920138		930396
914056		901823
921498		912334
922498		910256
920779		913106
919691		920012
926276		942903
924670		940912
922213		919881
918604		897652
920498		906161
893287		660876
920835		917228
927445		929832
907226		870304
915389		901114
959482		1.0944e+006
917273		896618
917061		901300
924935		932189
922765		924790
922273		915345
925164		925208
920698		920728
924591		937172
896490		1.06349e+006
900799		879108
930848		936880
923913		916267
924635		939181
924564		936548
922326		937116
925527		930663
926736		940767
941042		986278
922361		931500
922108		933159
934062		957695
939927		971379
930287		956820
937034		897866
916829		920670
916688		909078
913387		905781
910954		899686
919305		915765
916576		838139
825104		824875
916362		899804
919059		910931
922665		933452
925723		935222
803434		698049
914573		914363
877871		785012
921435		925115
918637		916746
921697		924703
901678		882844
925057		928240
923195		924013
921518		922668
921760		929444
929576		956227
924008		943647
919045		918805
972087		962378
933695		948565
923623		927062
923808		926960
920752		920090
921083		923440
910305		894089
930684		945202
924104		893033
938293		986785
920268		919578
373092		600800
950698		1.02893e+006
941751		988783
914391		890638
925282		922926
921623		918293
917345		918306
919652		914951
920044		911958
920501		921793
914774		902681
948051		948545
915105		896740
912915		889655
968611		954140
922549		912812
928647		939102
918387		921074
925275		939626
943374		946695
918926		912550
912970		899204
708466		-462797
921638		929445
934350		872526
921823		911718
922157		921337
922953		924533
909075		875978
936779		962860
925196		909122
918996		928547
920155		918452
922925		938957
919142		917162
920280		926332
926968		912278
921036		923989
914397		905260
912571		946898
917505		929977
927584		949594
916370		903842
864919		829890
918861		914656
924194		926877
943891		966787
919253		902060
921765		923947
389066		215836
932345		936199
918246		908369
924983		930634
922130		918091
910805		838618
915993		915104
922120		935058
926003		934975
924957		931002
908484		863309
917195		957684
989184		988341
2.0131e+006		4.31901e+006
920693		912196
908123		895584
921609		910896
923077		935941
920976		925019
921187		916026
915680		927309
916589		912606
915868		912110
926378		927246
919982		910888
924572		918855
918058		873193
922627		903684
916827		859827
919895		906307
894132		772983
920737		914145
966620		1.00194e+006
915982		907585
942923		995135
921023		921323
498623		-772185
921417		918701
895255		836348
916828		913811
914274		913352
884253		861147
907426		894605
927182		934120
925859		929332
895409		829364
951151		1.01175e+006
914095		900138
920158		911942
922675		909649
983402		1.13801e+006
943645		1.00588e+006
921930		927771
922287		929895
933742		1.0096e+006
921085		922315
918420		914146
924067		932453
920366		926146
922619		925878
924043		937200
917262		913014
922771		933873
941965		959546
925452		929962
911250		612406
922071		922259
931341		963707
921241		946344
919949		943682
921207		921015
921927		949757
923976		943971
922233		932758
923821		943123
914820		945353
904148		1.06177e+006
922458		933452
923482		912562
928781		933121
915726		910601
923241		935394
922250		868647
923891		930269
922884		953144
919811		945103
930413		949061
897762		720897
1.016e+006		1.52652e+006
921116		892045
923074		922347
930923		945544
935853		959260
922869		923391
899434		775661
915625		881858
921807		915423
922560		960553
915866		869923
916739		913857
923306		926130
915467		891418
923616		922963
911423		950524
921269		944446
922447		916706
917270		889890
929896		940186
923079		920004
999692		979550
916604		923454
916759		918911
924589		1.23716e+006
919223		910620
911944		880628
912810		892736
930136		934935
929674		943567
932515		956408
926249		924940
906681		885279
919288		926676
924628		953762
921509		923769
922162		928807
920752		918302
916687		943249
919455		924036
919580		909411
918309		922178
922985		932694
908035		912190
923923		915701
927530		925950
929496		930782
934982		941081
875185		860054
918395		900918
922623		919710
928732		937561
922104		927724
924602		935260
934478		954070
922644		925569
920514		925531
922635		943489
920781		919302
949607		1.16864e+006
898758		873812
922520		924080
923982		930048
919027		925437
921245		930217
921376		931883
926278		936961
928580		933530
922159		931093
904539		968906
922403		923066
922792		921536
916744		862335
924465		931510
923492		929354
923957		930410
922636		924317
865943		576977
950813		1.44111e+006
939113		927247
921891		929815
920985		918539
920526		928580
922342		929881
922443		932637
920697		929647
920606		929088
923037		931368
988312		1.32635e+006
937945		986240
921167		931637
925382		931255
915954		912296
921385		928196
941824		935410
923496		927694
893990		903354
918770		916690
962919		768739
884236		822564
927662		930195
918029		911965
930200		928933
918735		917877
918369		918545
918445		912595
917561		908034
939229		988894
925343		921876
933584		942891
923062		926141
924771		938757
915014		888472
922944		930088
929748		972226
925026		934382
909344		859932
923520		934581
927975		943402
955090		1.04996e+006
920193		926387
925729		939037
922701		920456
925524		927848
922746		920762
929391		940734
928839		935444
936828		960297
917590		913215
925969		938281
920369		896375
902382		723416
928857		941674
943582		913296
913940		894087
927438		933323
925495		919538
917454		905286
922163		927590
927999		919366
919975		902301
926141		927311
927035		940219
880784		913685
909453		857070
912919		897135
924701		965974
920616		923261
924079		925288
925149		926228
917650		898958
875637		758512
925186		944500
924540		928807
919089		914224
924717		912109
930233		952067
913086		926076
936304		1.07048e+006
919648		925728
917875		912487
919684		912072
924531		931744
903029		881165
920726		907153
907575		878279
939976		1.00431e+006
920975		910900
920024		908303
911100		880309
925272		914704
919039		908101
900680		844707
939622		995128
912072		909372
922663		925550
918881		911053
921457		932262
914553		895124
921320		925840
923326		925339
978187		1.07148e+006
509059		-1.47073e+006
1.08051e+006		1.16918e+006
910034		885927
904536		885524
917089		954638
915631		780290
924318		922907
923957		923359
909311		865650
922954		924506
909564		848660
922278		938074
885257		824347
917209		944999
921388		924139
919452		876928
913987		892348
920616		920068
915695		885704
923992		927603
918564		929228
919349		930566
920036		916451
901453		794819
920293		918985
924353		967996
921103		921322
921571		924596
920510		912541
918026		910657
916434		906513
923795		892580
926150		941447
947015		1.01239e+006
919355		920959
915115		837018
904033		858871
923643		952829
929792		948486
914591		871389
932067		984058
922445		926399
922730		927047
922821		928231
925090		937619
935790		994823
887280		712916
926715		943894
921218		929025
918008		871289
923499		927488
922148		919017
940240		891793
924287		916556
926299		907646
901419		873466
916693		914289
922710		924018
921023		921738
925036		934266
883224		932375
922809		916426
923838		923821
925982		916840
921400		919798
925386		942096
869433		711152
920355		916814
918739		919036
919173		915399
931236		958989
917366		897891
914917		891819
923664		930235
922848		925901
923156		922544
917931		904453
919308		912852
919354		916084
917747		894239
898590		856567
916315		903457
926033		942711
919304		906067
925855		929282
928587		967760
1.#QNAN		1.#QNAN
918983		891416
905412		879349
929374		919096
914641		892629
912382		874834
920356		888126
917702		909383
921465		925772
919253		954881
907767		840709
935737		992444
923663		932466
921134		917631
921225		968612
926250		822854
918807		906904
921594		921366
921422		921495
923878		923752
920497		920343
920209		916921
947963		857638
930652		1.0056e+006
919311		926899
918643		924697
925419		1.00143e+006
911827		896760
913955		903051
963170		879070
921225		918329
920927		921848
919645		918881
921234		923561
921162		923234
919891		918694
918346		901975
910715		904238
925408		945813
919467		910891
920827		912803
909139		925828
901918		938135
942609		989497
1.#QNAN		1.#QNAN
917193		907274
920452		912788
918089		902993
919589		914876
920144		919307
938544		955866
919180		912061
920116		910462
922295		966669
778326		742432
925366		907550
919622		929877
921558		939673
922626		929474
914856		886861
921271		917766
921303		927652
923644		933257
923278		929833
918584		882440
920439		947457
916051		1.07231e+006
921026		933236
917571		916539
935003		913604
921368		921218
946046		1.00512e+006
892801		907754
925614		919130
928834		930926
932110		937617
890130		905744
916558		920274
915450		912275
917598		919095
914934		909163
934002		955665
918957		910627
918996		910156
1.00572e+006		894748
919511		967654
917284		898747
895461		828057
919891		919110
924599		924873
923438		914842
924946		927235
920447		913611
920908		915833
922727		922836
909041		913956
919093		920727
922360		938329
920466		920057
898361		887842
920383		928923
922475		923032
915471		878018
942953		991366
916722		900392
917527		911500
916352		910375
918157		916545
919280		912248
926741		929423
913775		885550
918162		902187
923187		886629
909777		907778
919657		923486
918171		933114
932005		896048
918538		902765
912176		891871
922690		930442
919486		915617
953247		1.09915e+006
885000		692809
919879		905302
929262		1.08281e+006
870995		210273
925062		917669
919160		920969
927691		904217
907592		880351
921188		921365
919169		932399
907506		820787
923267		923169
920127		922138
919551		918083
919001		913729
895056		852889
921521		924426
906766		905007
919313		900191
926198		910521
920018		904484
921046		897113
924436		877168
926579		1.07186e+006
925406		906698
910306		905490
927239		936828
930627		933002
925280		906617
926308		910206
924020		906394
927690		918111
920072		908821
923816		923586
923311		935100
940689		953045
925877		954520
831529		-619662
922088		915000
922829		918710
923216		915874
921704		919849
1.00504e+006		1.85478e+006
1.00006e+006		1.03818e+006
994455		1.12554e+006
921546		917056
919159		888787
922170		926336
923020		921517
922904		924058
921342		914197
913944		905886
922518		932278
921032		920501
923409		928479
955448		1.15688e+006
921023		917944
927336		973204
923299		927438
921967		919562
923006		919420
920265		907675
921180		914346
919033		907425
931470		1.04384e+006
926730		924326
926021		941053
922655		918709
923575		922562
923894		906327
921954		897040
919266		923464
427729		348184
912751		909425
914928		914654
911737		906133
812836		441478
920959		869726
929794		943701
921795		910614
919819		914848
921184		914390
921456		915586
925255		938411
913896		828600
941969		939836
957079		1.00644e+006
1.14306e+006		1.39907e+006
905833		900368
922642		930095
919057		916256
910900		882948
920312		920189
921623		926641
920213		918572
921883		912841
924538		911416
