1.#QNAN		1.#QNAN
916319		908054
920329		914454
920439		916860
917850		906451
918971		911475
919647		913793
922190		920063
917420		907681
916287		904208
917465		907107
918246		907890
928725		928822
919350		912433
921406		918346
918791		908317
919288		910351
919268		911994
919518		912228
919731		912682
920743		914493
926499		920528
918394		911528
916761		912006
919593		912270
924327		923931
920878		914599
921058		914980
921232		915455
920906		918475
880367		875881
916261		910988
917441		913984
762623		1.15634e+006
909199		897965
921527		918271
921256		916444
921239		916504
921344		916550
920296		916239
920941		920917
920243		916055
920701		917564
919044		905249
924170		938689
920051		915561
922233		887321
931365		915828
919996		912633
922564		917150
1.06989e+006		1.1009e+006
907275		897644
918233		911924
975140		1.12335e+006
920015		914485
922532		918630
913941		907240
920306		916840
922729		925537
938329		913427
919171		912405
918023		896314
920677		912097
921206		912305
914323		903168
912378		907461
914700		910111
918940		912576
926123		921933
922942		920142
906751		847574
920695		913287
915901		897008
920015		911369
920571		914997
920849		915494
922323		921233
933156		990342
921171		914989
920168		915031
921057		915822
921236		915588
924383		921837
914360		902957
841315		784869
926981		895978
922694		922773
887283		580350
921940		914858
921416		918617
924012		920415
920692		921586
921962		882066
921952		881559
921382		915150
920359		915924
359431		-5.44371e+006
935892		969054
888112		858579
911180		894735
916409		906675
918976		908827
917138		933441
903913		905971
912612		920480
915564		908177
919907		916146
919956		917764
921779		910460
920508		912854
920636		913908
920837		915776
919974		917102
919459		919094
920852		915970
920937		912800
920655		912537
919853		916645
921920		919157
916784		916196
918946		928503
905228		872238
907272		877960
931374		925900
910957		889706
916529		907580
912401		895734
918376		912117
919769		912103
924185		925730
919984		911675
918782		909030
917344		905366
918738		914269
918927		911621
921286		916247
919626		914685
914854		893949
915392		896736
920083		911754
920206		913339
920901		916932
921424		915626
921648		916177
921778		916010
921910		922116
919632		917539
928144		947269
844968		571280
903800		873164
918426		900188
918428		907048
920550		913130
920011		913804
922175		918900
920710		915588
921050		916261
921624		916780
920451		920139
920437		917074
919295		907530
822241		576705
924853		934095
922914		953795
921848		916933
902634		898902
919411		914300
918291		910886
918408		911179
920109		915053
922128		917767
911978		922200
909224		893999
920974		918022
918632		918454
920863		914199
920385		913354
929343		923806
917716		911186
917020		910219
916582		908105
920051		916650
920868		920665
921762		919964
920416		915360
920489		915376
920627		915901
920428		915606
923331		916763
921109		915612
920241		915232
919882		914250
919960		914498
920229		915305
920845		915361
922306		920699
919577		910559
919505		909654
919047		911466
919360		912040
921097		916952
920522		913502
922892		925237
925425		919717
925719		920001
930482		924362
918941		916550
914048		892967
955388		939623
917935		913752
920875		936342
917953		913422
917781		922833
921041		923078
919942		913100
919953		914681
919886		911471
920539		914276
920776		915282
918871		911980
922197		912777
919478		912531
927694		899362
922670		911382
921089		915335
920743		914827
925894		919090
921307		917239
926794		887380
919132		915751
922385		907752
920480		913113
920447		913799
920971		908102
919470		913532
920367		915963
921282		917192
921523		918735
919208		905144
920412		908418
917010		931692
921974		916804
920882		917056
922051		919469
922088		919409
915136		923853
922739		918300
924218		914747
921901		919080
920702		915497
921600		951184
921822		912949
922084		917940
923012		922596
921288		921033
919102		909515
919524		912950
920550		916450
920263		915718
920619		916734
920760		917206
921353		915820
921310		916351
922007		917924
923896		935002
921112		917875
920039		912936
920279		914092
920297		915933
924904		924315
926661		945507
923195		899240
899883		793173
921391		907791
922660		916105
923988		924361
918428		913547
923569		947963
921809		912938
921356		916400
921345		916420
921666		916695
921150		918751
920837		914634
939190		928264
919602		915171
919862		915772
920227		916521
921221		917858
921598		917773
922223		924319
919595		910792
926387		920639
931211		942035
944131		966962
838504		854922
909926		899848
921369		968923
923897		901924
923274		905774
915684		908407
918681		911501
919438		914918
919905		915231
919576		910195
921074		916868
922823		923029
919787		910088
921363		915436
921754		916464
923303		918892
921580		917176
983585		991168
918482		914205
920429		913219
920699		918315
920831		919857
893828		791913
920839		913058
925337		925179
920763		914294
926639		936732
938937		935007
1.02584e+006		1.0467e+006
919818		920988
921946		923746
918306		914226
920723		922055
920023		913509
920121		914348
920235		914949
917722		908314
919837		913175
926668		925168
919666		924291
920442		912962
920597		914898
920059		916190
923158		912896
921466		915798
920928		926085
928483		922914
902563		896627
1.02663e+006		629840
922591		914787
931625		924934
929588		922419
922628		918517
924594		921495
920200		915854
918913		913382
918963		913556
920335		918681
920753		920429
920398		917852
916612		922386
920343		917298
922940		931152
908836		897545
895735		875250
926183		961423
918428		896914
908248		886954
913724		907805
666254		-179696
921451		917605
922041		921702
921235		925942
923804		922646
925854		930651
917820		909811
919428		856306
913555		912069
925525		931569
918446		918412
920632		886710
921364		921360
914990		904186
901805		887631
920655		917421
921266		918004
922913		921797
922442		919413
923186		921316
926553		927420
920791		918212
920390		923309
919656		931635
923127		989941
913502		896438
917109		907509
918717		911478
919795		914628
920438		918674
921076		917667
921579		919060
921962		918641
922456		916581
922537		917526
923025		919137
926590		979980
918411		916046
920649		923631
919449		828194
920703		939630
889595		731847
919494		910305
919665		912125
919963		914145
919887		912508
920399		915802
921808		919444
921436		920122
926726		932112
918117		911646
924939		923826
920394		914448
915140		915606
920818		917868
920769		917479
920772		917842
920929		918997
920592		919545
924586		933682
921492		916649
921282		916805
921487		917992
920772		915932
921702		919718
921765		920038
922098		921994
923688		936660
926012		941971
923652		906365
918957		914797
935811		947954
924269		885060
921881		916535
923027		923997
922090		921263
932356		947043
918129		904107
919179		915262
919617		916072
920229		918592
920178		918952
950083		922907
921702		920937
923583		919220
926183		931773
922226		921741
917466		900429
922126		921452
922793		924600
923928		928569
921423		913982
920754		915166
926611		928267
918028		913852
921496		919056
921930		920976
920286		919492
920913		920595
921105		920920
983402		871565
865462		849255
921634		923929
947006		962298
919831		917001
921753		924209
922001		925890
921580		920511
921589		920511
921430		921548
920731		921624
921514		923428
922789		932458
920859		914480
920461		912575
921284		915905
923990		924175
926612		933867
919906		914379
920545		921393
922748		918668
924117		925704
919536		917538
920635		921321
898580		842113
917058		904019
917603		909337
930410		926230
920687		919738
925100		920955
923353		919626
926584		915535
899282		900967
929077		919550
917806		930433
894163		840264
919361		913445
922300		919818
922417		920496
920991		917544
921597		919019
921486		918775
921594		919286
921484		918946
922623		923371
921225		919001
923914		927620
923462		926871
923347		919829
920761		917467
921209		918502
921171		918040
921852		918966
993344		1.07345e+006
921369		925157
918050		919067
921872		914035
922205		919250
922495		918248
922787		918599
923573		920385
921958		918833
920701		916800
919819		917765
925728		934160
920120		916019
920872		916944
921094		918510
920908		916633
921020		917108
919848		930425
920963		915592
920725		916825
913143		916926
920020		919891
899997		901623
903903		891302
917378		912143
919095		915172
921128		919454
921188		922030
918992		911795
920475		917589
922085		920660
918024		919453
923741		923721
924048		924329
921909		920144
921785		919858
930826		920142
922476		918295
922364		919172
924521		922849
922974		921026
912365		896090
920850		916226
920924		916763
921090		916808
921094		916994
921318		919230
922178		921152
922724		923852
919596		925025
927829		931741
916381		914925
918460		913680
919993		917322
922070		919342
922898		924418
915978		903906
922526		919932
912204		907139
701926		638852
922519		917873
922846		922458
922870		922413
923676		920196
924405		921212
1.01491e+006		996775
921154		920963
920887		920361
917555		914340
916045		910679
921695		922962
908624		877225
929557		948322
922838		926193
922890		925636
925155		935362
897343		838167
920208		915755
921797		921148
921905		920346
920906		919108
924363		923917
923692		921716
1.06103e+006		1.11893e+006
1.0801e+006		1.14373e+006
919640		915874
891665		855412
998368		1.15997e+006
921611		920201
921822		921480
930470		933223
923243		922489
923443		923190
926410		931441
924330		924556
924697		927515
921111		921885
920445		916898
925433		930831
919327		916929
920701		918641
920282		917969
919790		916975
921642		920777
920895		919165
921272		920101
920348		919338
920827		914499
923997		921779
920453		917447
920657		931782
921328		917277
921648		920585
921369		921744
921831		920782
923625		922499
921804		920080
923842		930047
876338		772252
921348		920670
921099		918576
914619		908546
936457		944905
920726		919411
912472		906144
2.04186e+006		2.76663e+006
920775		926575
922461		929234
920134		916581
920182		921298
919624		910032
920817		915527
920527		914423
918265		911455
919629		909820
919984		912472
937949		944269
916504		913510
916999		902949
921643		918466
922324		921129
923911		938029
921345		927170
922238		929914
919782		922926
917381		915547
923048		928826
917913		925859
927406		977814
924212		921116
920526		930272
918263		924244
919664		919741
920033		927545
920018		926124
918660		911039
920154		923082
919836		921627
930205		904023
903059		903546
921077		920318
922998		923088
921812		919897
921931		920716
921954		920840
921872		920312
922213		921657
922052		921290
922558		925014
921049		920817
922662		928931
920830		921815
921376		922252
903327		919452
914971		901634
931792		911507
859928		955633
915837		901798
902111		924430
919924		915147
922135		915585
919111		920705
937210		1.08836e+006
919239		913155
921850		1.00665e+006
921504		926161
925204		962607
921758		936153
924989		996060
924297		913781
915332		918048
922755		925727
923224		923627
919949		915876
922354		926100
477918		484139
910918		887773
915352		902019
913539		895546
935225		978149
918687		914452
922705		939590
914563		914018
929744		948400
920166		916014
923457		933181
922499		909091
922829		916659
925083		922883
907468		871874
923240		915205
922636		921236
923184		919080
930158		932531
920574		905264
924016		926742
922282		926500
924173		932148
925565		932285
933826		944230
921439		910577
926527		928472
919256		922285
957389		788646
918383		907572
926008		932094
919204		914080
922893		922500
921585		919553
923475		920346
923326		923996
922125		916450
919366		915580
919866		922593
923968		926740
917336		906458
921357		918796
788658		573120
919445		918822
921535		922308
923224		930690
924646		938359
937431		958985
924963		939623
927863		969714
927889		932008
929526		941404
919434		914660
923672		925016
922160		921955
921007		922623
919221		916271
925307		921867
924024		923909
948730		931016
924656		924460
924314		927089
926133		921519
922427		918377
921699		918079
919605		919564
921750		921962
922661		920006
917613		920406
924735		916986
929132		934632
923371		933377
921467		916680
892509		795780
889580		825863
924904		926860
922730		899044
918581		917630
927862		927114
925735		921086
927305		929190
909911		892220
863283		827071
927950		929809
867230		857078
913344		909811
919278		917853
918376		913107
921711		924766
920977		918521
919935		920478
921413		918666
936618		958788
928495		966987
921588		913510
911910		896398
920563		919843
921449		918518
916873		908554
915273		901022
919921		916464
878250		877028
918604		916305
936832		934984
916629		912895
913686		908909
915821		912160
922770		927069
923139		939239
921229		921042
920522		928233
925346		929118
934098		932944
929981		954684
918751		922023
919886		915427
920646		918528
920555		918558
920668		919011
921325		921812
921752		923030
897879		815786
916894		924747
953963		1.01537e+006
924413		920919
927674		937135
892895		896314
920285		943354
920996		919378
921341		921347
921120		920462
921193		919052
920797		920659
892785		811066
900349		844401
920250		919969
920798		920321
927782		931671
920162		921740
920361		923395
920913		923140
919734		919921
919669		931203
921647		920830
922422		922100
922154		921749
918984		908115
920683		922974
916351		910584
912445		882463
921637		926359
922553		927096
967365		976532
920839		923108
922701		926475
921899		933407
921151		931475
920349		925892
922262		924308
919561		914902
920202		910917
919824		918133
920388		918992
903548		910467
918886		921630
921710		919717
918305		920796
918769		919685
921378		911006
918140		893028
920255		915132
921203		922159
901272		898650
921048		921821
922191		926463
919579		977915
922541		925744
921700		924939
921765		930221
922067		926681
914617		904004
921450		928662
645746		-23733.1
912229		897441
923901		926921
906835		882979
921475		918598
927283		930901
920293		916247
920480		916239
921986		922084
922240		921259
915674		896076
922450		932222
923396		913035
919362		910259
921249		920567
919985		918771
924974		930086
923766		927879
929269		941882
926005		933825
924400		930166
922201		925112
938572		969873
917527		918680
919351		914025
911509		1.01306e+006
922974		924492
925783		933402
925262		917861
899306		877740
919062		932048
917759		918503
921723		932286
919256		951259
1.03796e+006		1.46161e+006
921188		921313
914422		880307
919372		916700
922264		921618
921223		917866
920908		916967
921422		921531
921323		921361
921411		921934
894611		1.09098e+006
921488		919376
922980		921338
921615		921285
921847		917273
918367		909698
921127		919604
921613		921631
920242		910211
921965		918142
921265		918997
921328		919385
916549		904530
923914		917092
920441		919585
916314		915982
913143		912891
922957		938121
924356		909836
947373		935456
1.021e+006		1.63177e+006
923529		935547
932695		945563
935979		958256
932343		925903
916111		911127
917624		915571
917468		915080
918831		915955
916066		902175
925198		905243
917195		901465
920093		917462
921461		897434
902434		988753
921120		922726
921130		923116
922341		917348
927139		927431
926043		920920
924265		922304
944837		1.01338e+006
921473		918385
923280		924763
919473		912856
917707		904153
920195		914697
921960		921919
920937		908763
919113		910070
919649		911976
922024		919723
922106		919725
921773		920005
920317		922038
912952		788225
927221		934433
929874		942219
920384		920548
918483		911098
915472		914841
923068		917519
931654		998777
921437		926567
921189		926056
919195		927968
925142		925423
927801		931822
923517		929379
924505		921489
926197		920217
920658		925717
918174		888212
921660		929446
923930		922910
924815		928895
935094		977860
914885		891645
880871		751145
912670		887282
922928		945595
941378		1.01488e+006
920452		925492
917365		907555
930323		940044
725994		199612
919878		916119
920929		913244
920813		913962
920902		929883
920554		921732
920384		922754
920917		922799
921520		915950
921533		926120
920728		912143
924003		890102
923724		923669
920673		873949
922944		924790
920884		921333
918448		916415
919611		920672
924290		920399
918894		920466
936289		883120
936702		961347
927016		929347
915654		891640
919396		909042
921945		924765
919171		907465
926458		930706
924866		918992
925640		921295
923315		920010
929847		924233
925443		920630
925487		920631
1.85004e+006		1.5577e+006
922063		934697
921938		918309
922343		923886
923251		921114
922747		923313
926198		926362
913367		914639
924218		923757
919042		922605
916504		914073
937621		965718
916980		926313
910869		901339
913828		898245
920902		922492
911935		887151
928759		936692
922957		920371
922251		926465
921084		917268
923278		918383
930283		927952
969232		970276
923475		923605
903121		903035
909354		908807
925261		931317
921173		919362
924461		927868
925667		929296
921891		925285
874694		846008
917984		901303
927021		911753
914257		910090
866033		849825
911323		904820
934098		931636
916351		914603
919706		920650
927949		973166
922788		933950
923457		927324
913446		883862
920663		916246
920285		916568
923948		925104
920441		918004
921053		920181
920373		918323
920268		917562
920372		917557
920835		919686
920455		919966
922612		922132
920612		912363
919677		914841
923351		923011
918601		909043
922627		921991
922446		921218
919913		918995
918214		915261
922384		923543
925690		923897
921907		923793
923030		926862
920082		914580
909845		894337
920148		919498
920705		920017
920715		921744
951152		966177
926673		933167
920813		919447
920846		919817
920705		919222
938858		967895
918204		912975
920316		919523
921454		921756
923955		924816
921019		915805
919278		915189
928657		944319
930341		847428
932470		944701
955297		1.00104e+006
918326		914618
920971		918490
923735		920647
921528		919712
920626		918340
921108		923601
921641		946204
921546		922713
923823		931658
922321		930414
925530		945675
923221		929779
923596		942329
921038		914236
922900		932045
927459		959004
926279		952456
925277		949601
918950		906358
921372		921530
922592		928262
919198		918192
915646		908228
916884		911976
917061		914937
917195		914377
918794		917874
918403		939597
924105		926640
926948		937063
913302		895170
915021		901074
928260		996776
921030		912686
923271		925878
927673		940239
924833		934125
922707		935514
918656		906706
919836		911421
919847		916754
921219		919615
922881		900701
923129		910296
923338		914846
925996		932629
923338		921159
919181		911620
921978		920230
922605		923506
919026		917699
922348		916569
922877		926135
922673		927980
921592		919430
916547		911664
921212		924847
912414		889271
927303		950816
918034		912619
923185		933079
917627		892478
920941		918257
921955		925848
919661		918689
922490		924927
921370		929169
920719		906592
921422		929128
926886		941805
924277		926277
924266		926169
923253		923833
914544		922310
928152		931964
923819		942502
919291		934927
927310		928298
926214		919497
920722		928959
921108		910739
923007		919071
914716		886578
921376		921223
923538		926243
921955		912020
924439		930682
892605		726680
924225		944391
923953		928806
919787		916517
921467		917806
925868		945218
909142		891395
904614		871041
922135		917178
921661		914780
920984		926020
922443		930992
926063		953118
943383		1.06401e+006
924304		942383
914539		878656
920187		912297
921336		915742
921310		921529
917355		917530
1.69399e+006		1.16051e+006
919429		920941
923605		936593
915378		905798
918767		916986
918893		959155
921641		920465
921679		921271
920882		920068
921662		920852
921737		920211
921894		919671
920777		919320
923392		922213
923029		918730
919853		920559
920978		924816
922759		918806
923357		922137
923301		928492
922981		921635
926669		935754
922183		915731
923306		923108
922083		918859
921407		916645
921751		918873
918748		911971
922907		920463
920865		917504
918383		921415
920420		925551
916732		899193
918744		916928
918600		916693
922534		930158
918585		927757
932985		925537
923081		927272
922590		927324
920459		927252
923828		925918
925098		952643
923225		926593
922703		925627
912144		899087
923422		918370
920577		933473
921817		919421
921803		918993
921866		917124
922137		918836
922024		919035
921717		915210
921350		918463
921461		919311
926404		996271
922524		922111
923464		924716
949695		988213
921429		919815
922444		911488
911356		991106
921986		918968
921989		918925
921731		912805
922073		913497
922140		914863
922292		915228
921110		917981
921630		917404
921788		921280
923794		939170
925305		914726
918818		918201
922262		918723
922038		921614
921683		928050
924921		931154
922445		929432
922881		930835
906454		884917
922091		925007
923585		929719
923031		933983
921936		927737
922438		921994
936164		988192
907364		907261
921779		918416
955200		925867
920348		888617
922347		930233
918733		906605
924911		932726
918231		915270
921381		918625
921006		921203
921071		921404
917274		896575
920924		934551
916287		909333
2.2397e+006		-6.67514e+006
921148		916204
926927		911814
920879		917594
918241		917905
920363		920512
919978		917262
918575		912410
919778		919655
923077		931669
918334		903766
919090		915034
919872		917691
925027		932930
919882		923551
929965		952757
921096		928106
923626		931463
924556		934107
927473		934397
921757		918084
925418		937555
909794		873142
875711		716222
958296		1.0869e+006
919227		911416
920848		917989
918608		918323
876540		499888
918931		918426
921039		924339
920817		923341
921362		923101
923674		925572
899909		859839
922945		926700
907384		920380
911666		909101
929170		970182
927052		955389
1.22401e+006		3.33117e+006
919975		916653
922231		921861
930934		928187
928366		960797
922182		924478
922779		923651
966986		1.10596e+006
925066		922618
928198		932832
912583		924733
916805		908844
977838		1.04645e+006
936721		934142
952872		958199
918421		914125
927237		933003
919684		930118
921257		922160
923395		921868
929751		944922
929539		944380
920767		913842
922769		915595
920419		961883
918172		912989
920243		915962
917670		924622
898629		900039
960576		1.10211e+006
794883		800561
884639		880944
1.03381e+006		1.00537e+006
920954		912960
920508		910716
930648		937535
915565		910870
927182		922859
918985		911906
922979		922239
922420		922028
923305		924733
923302		924498
923221		923656
923485		923810
923317		922837
923539		923048
923867		920570
901107		899392
922021		915182
921272		912680
922082		922829
922186		922016
923224		927248
919888		909548
921612		916323
922054		919530
978427		1.31867e+006
921772		920084
915057		881444
927610		925278
919885		914912
922540		920746
922735		911351
920752		918074
895993		880005
920340		919955
920795		923246
919881		919527
924556		925433
915589		913298
921155		919050
920827		920728
914162		912331
904658		898050
915614		915403
916679		921788
928155		917762
923093		922509
922584		921893
916363		917060
943413		933138
927956		937579
931474		928592
920448		926702
942375		962606
919918		915175
920797		919942
921439		922392
919979		912373
920519		912192
920754		917802
920733		919874
920513		920184
922617		923832
918769		917562
921797		921847
921237		922707
907747		910625
916589		915989
920716		926198
918757		925975
920840		916380
920861		916666
920389		911522
920006		909931
919554		909834
952239		1.00711e+006
919600		913605
919138		910816
921768		924784
921721		924716
917555		906570
911892		878017
926312		891862
920167		915139
924932		924280
922243		926149
917185		916472
914182		913797
837303		737343
924579		926145
892426		637201
956935		1.09888e+006
923459		935218
947954		1.00794e+006
925206		923525
921805		906939
921161		923057
921404		906045
927658		938794
938759		999201
921784		922092
924463		925026
930684		947767
922811		929642
921005		922135
922611		928556
923467		931495
917089		967866
911111		897312
919925		909947
915480		931179
919742		928711
924485		922584
921738		921960
948525		945914
922935		923951
920690		907573
919517		908112
923001		926177
922964		926112
922272		923596
922640		925459
922919		926275
923311		925340
922846		930418
912512		917257
922129		922233
921984		936794
918580		915629
923511		934852
922083		905608
923020		931419
854247		877626
924491		922304
914199		880189
910553		892410
923778		904099
924841		913710
924711		916452
923271		903644
926759		915817
923598		919841
922801		922633
922452		927912
924218		928476
923490		924377
923980		926883
920012		923603
916996		920000
923051		927569
905414		913118
909926		915784
924716		926121
1.01491e+006		984388
1.25979e+006		1.11649e+006
918690		925043
916486		923440
897629		921933
922552		951311
913528		839856
915950		957144
923944		984029
923528		943162
792747		672565
921770		933623
921695		918674
921613		869860
925467		913981
922758		923186
919952		912600
923026		919097
923198		928024
923624		935616
920834		919664
951726		995399
922070		920414
922133		957672
922658		924108
929962		908674
923756		912647
912181		683846
928210		944024
921973		916325
921370		920833
924796		924157
924671		914457
930072		911154
924040		926367
920352		927877
925032		924696
920310		927135
924205		921529
929655		937641
934410		958919
926910		932119
930459		940576
929086		936135
924756		944804
919305		919322
919770		930783
921790		932761
919370		918598
918840		915409
919297		918302
918511		905655
932830		944238
914496		895386
922363		929660
921763		926003
914740		1.13571e+006
937673		945689
922999		930540
1.04956e+006		1.17013e+006
840945		831441
926233		949857
922722		919815
920924		914416
923049		931243
923827		916781
922457		928839
922081		926776
921761		947133
931771		959089
924471		930121
923559		923358
916470		918264
924628		918592
897899		896130
920607		922704
915888		914617
919855		923645
922276		920242
921739		918882
926351		945537
914905		888924
917566		913124
939588		988720
921119		920052
919982		927447
920494		918159
921873		923524
920965		919626
922047		923663
921758		923577
923858		930589
919272		912125
927947		903232
925171		969720
924356		930761
918423		914888
924411		933298
926106		939545
914892		905282
926457		945456
922405		922270
924622		934668
923668		929608
923897		933959
920407		920685
916040		908293
923117		933073
921884		910051
920653		922901
920271		922347
919675		921438
909382		927934
915349		905371
919393		924257
918975		920803
918354		919897
923031		926581
915820		907201
923926		932523
927660		947168
917819		910769
921865		924156
914741		916274
840859		1.03615e+006
922696		934146
922399		932660
922360		932733
920889		924297
920783		924037
919337		912549
928038		984333
897830		875688
919494		913031
921960		922729
925749		917672
918180		954886
921194		930365
920559		921342
921494		926843
921670		926222
928614		935112
906454		879000
866154		775001
925426		941424
914497		905690
796182		628109
923411		921443
920017		917715
904446		869966
921118		922986
918452		921713
924077		914878
923539		919850
920098		924168
936580		898054
924028		935654
926945		927898
922347		929533
921981		928112
921094		924508
925744		901249
923467		899079
919943		919530
919333		916990
921777		926695
914504		899725
891475		809345
921175		919478
912737		891740
920451		922685
921028		914117
920955		911849
922081		931572
924125		923324
889215		802764
915840		975805
924376		945471
914715		910353
693343		-581877
952691		1.10549e+006
925646		936540
906449		899666
942711		981862
925265		928809
922335		934807
917610		909779
922601		901858
927672		1.02489e+006
927908		1.0287e+006
920345		914554
921447		918887
921774		918108
919895		915212
921176		926150
921865		911845
918384		904334
922161		922548
924023		866656
922702		956274
922453		959222
916866		887447
922003		924457
920514		917464
930000		948451
925500		921108
924916		918718
922255		925208
887783		918235
916443		889927
926267		921683
922211		921224
924662		918960
906479		897547
916687		903343
927582		954717
925128		904784
922774		919416
924445		926046
938720		950014
917353		929571
920794		917478
922546		943132
920430		903708
922293		917939
922372		918119
922105		902243
924285		939248
925453		953993
922900		927954
934996		970064
921809		923473
918141		913471
920930		923864
921478		930655
926029		924694
920115		912575
943144		950532
919586		923693
920955		922195
921045		917786
921434		921023
920537		910838
921970		940535
924700		955047
921947		926041
924296		934745
918618		905449
919919		921905
901769		893865
929315		952375
913129		931133
928517		945691
921260		929322
923684		926890
917679		914893
923814		937459
1.#QNAN		1.#QNAN
920379		916328
924403		934713
917829		935229
917444		913171
918124		923465
916157		918375
917201		937915
915829		971758
911898		834675
921932		926365
920808		921040
923532		937073
919321		907520
904424		769263
917621		953697
922405		926480
922969		927672
927222		950983
923560		936665
920933		921102
934244		961962
919141		934497
922228		926200
920277		921352
921001		919434
914338		902204
918087		917752
859140		692321
920474		924077
920514		920272
917060		913601
921474		922280
921695		925170
921960		925915
915975		907098
920127		919364
921926		925323
921551		920199
921968		920599
923719		920027
918662		915338
922866		931841
931655		910772
926054		922495
918618		911410
941912		976239
921041		922777
925629		949411
951616		969620
868394		862694
667282		624578
919935		913874
920644		918712
914925		895103
922696		928645
929529		935412
931793		948198
923361		924486
947470		976669
920214		918642
920617		911724
921119		923829
921418		922404
915193		916416
920750		915343
911186		919950
919256		921187
924983		918914
923860		931420
922124		916693
899338		926976
918629		918147
925944		918836
917212		913976
919275		916086
923546		943186
922557		906970
922336		900391
923790		924140
920055		922296
921542		924422
928340		959413
922055		925991
916537		923586
924375		942235
919475		931232
919443		943453
920723		925909
927153		932787
924334		929458
923970		919205
925547		931208
920999		921940
921552		926673
921427		929492
921089		953023
918766		888830
968302		982672
920643		923459
917961		946061
925750		915552
922497		922649
922703		922941
922551		928390
2.34076e+006		5.45417e+006
923912		923840
917473		944478
916664		946056
910172		944690
921882		928250
921530		926528
915038		910738
925478		930361
921093		920091
921402		924019
921990		910770
920316		911483
924217		925316
923862		930926
930018		943102
917133		912665
927074		944783
924168		940342
911552		897127
937079		935019
921992		908949
962969		1.06984e+006
923183		932677
935575		975602
717500		469199
762388		-44986.3
920324		944384
920896		919626
922442		930437
923395		931248
915418		887480
917272		896539
920232		907267
900251		967844
914885		920539
921873		913861
902062		855192
917973		904379
940634		628833
921989		924361
923815		925006
935510		957374
930475		949736
921410		913248
917914		920273
927229		931008
916080		897670
918007		905055
916671		900025
911189		884889
936334		978638
920094		912369
917912		944885
918266		967387
923098		922779
917319		906167
920610		916597
918245		913288
920440		922710
925455		940038
924400		928032
922778		917994
914874		910714
919631		909802
920801		921022
922069		919942
923672		926060
923015		920759
909185		907799
922074		919348
924606		923650
917013		903171
856269		707743
923566		922615
922753		920628
923079		923407
923095		919391
921981		918279
917422		913884
921507		925544
925448		937416
915449		920805
906759		890164
921332		952657
919982		925240
927102		879046
926401		929973
970386		1.12468e+006
844698		757788
913777		904006
904643		834721
1.00376e+006		1.03779e+006
917237		912628
915259		905679
917052		909545
916892		1.08894e+006
922127		900008
915552		899688
914231		907624
918533		925677
869248		1.58225e+006
922209		918466
920939		906430
918862		966199
921118		906993
922425		917925
932428		925019
918777		905962
926211		929478
941234		976356
1.09313e+006		1.45601e+006
917862		905627
924560		927309
924155		935353
922402		929110
896508		831312
871709		722968
905701		914691
925886		925599
926194		927224
927834		932820
3.35572e+006		4.49586e+006
928728		935015
925671		926802
931714		913620
911020		885058
922940		936782
949345		1.00425e+006
924312		940315
920526		912696
924994		925922
921958		925245
921252		922623
923594		931588
875534		788289
