1.#QNAN		1.#QNAN
918747		961722
920882		914223
920578		914421
919054		915841
915043		866980
921652		917949
918979		924219
918396		931022
911039		888973
913705		906952
919633		915216
920866		909846
926085		920334
926617		921125
927589		921645
923686		914773
878887		868433
909250		903306
921303		917861
918980		910309
918327		909811
916639		904782
919565		912922
924667		918970
918599		913312
917900		911582
919849		915505
916047		899033
916655		901838
919881		914561
919075		909187
920323		907870
921621		919094
925141		944447
922126		919429
922238		919546
920350		897475
922547		909028
921596		920219
919087		906072
921220		892893
899879		916127
891581		782137
919746		912054
920743		913932
919774		912943
922417		919233
921412		917289
920954		916047
922161		918097
921072		915307
920603		916451
920579		912098
924068		917526
934450		898000
918594		922767
925771		914321
922257		917756
921891		918113
917712		906325
921624		917342
920296		914079
919999		913244
710386		125620
920700		915693
1.45336e+006		1.67884e+006
920801		917940
915101		904860
924360		922193
924384		921184
931115		932642
919856		913326
923116		917909
917570		910283
916709		908661
916430		906945
916946		909214
919570		915346
920961		918036
920714		914927
920517		915363
920519		915368
920750		916084
920589		915547
919911		913744
918131		908859
918330		913160
920251		915172
920274		915210
919889		914262
920050		914753
920346		914877
914332		902545
920331		901853
919215		911718
919112		911403
919351		912550
919247		912316
921479		916626
921248		915230
916993		908558
921359		917332
921254		917114
921225		917685
921345		917921
920292		912439
927369		928506
919445		912136
919055		919076
918859		918318
918013		912496
918120		919416
920406		904992
918788		1.01552e+006
919780		913375
910947		918269
920511		914362
920624		914967
920764		915376
922813		920212
922542		913251
920008		913437
918006		913810
918956		916057
918777		916474
917242		918407
922034		913812
946153		914221
831838		1.01517e+006
917454		877231
920906		915331
919888		913281
919927		913451
920200		914363
915706		903618
922314		908377
922932		922755
920110		914948
920837		919653
920939		918139
920843		932342
920621		917778
925395		932465
921473		910452
924564		922951
923552		918696
920534		921023
920905		920752
923830		919475
922177		921205
922285		915572
921625		917703
920447		914564
920803		914675
921372		916491
921662		917663
921859		918267
923255		924039
921568		921905
924404		936332
919557		912907
920725		916472
920713		916252
920704		916177
920931		917663
921190		915062
920784		912863
921403		916761
920033		919155
916597		896860
918876		909563
919548		912706
919936		914042
919579		914520
920918		919144
925379		930490
893768		825140
920307		914541
919649		907734
920787		911372
922006		918149
927600		928818
918835		902533
920094		916313
920558		916457
920860		917361
921082		917724
921234		917882
921582		918072
924563		919749
921160		916072
927536		942273
918715		913165
919933		915852
919977		915923
920093		916346
920991		918170
921589		917134
921327		919608
926971		943211
918089		914874
926850		930095
927895		933086
899891		947013
906111		864600
916723		909707
925808		933407
1.01779e+006		955860
919180		911422
926132		910880
917026		909471
919674		913451
919307		914968
920611		916862
919311		943009
920155		916786
921107		917350
928829		947721
920792		914127
921552		916235
921755		917038
921976		918097
672182		466996
924119		917816
918590		917728
921007		917637
920984		910247
920878		913639
921394		918361
922798		926387
920168		911690
920316		917684
919484		908433
920688		913404
924547		921283
925272		921982
930025		928086
921835		922099
917848		903307
920061		915260
923539		908307
920774		920410
920372		914715
920475		915532
920580		915895
925576		929249
917994		908942
921003		916264
931931		931257
919707		911695
920646		914561
920727		915711
920024		916224
921115		915962
920981		916186
920347		917428
919946		914721
921967		918373
920503		923319
920238		909168
920323		915473
919493		899863
920779		915629
921671		916777
918612		910487
920753		915766
918323		914947
920701		918247
920488		917658
921522		921305
922231		924113
921718		920874
919659		918455
920476		918000
922722		920972
855227		782530
918211		920898
918005		919771
916060		909340
919201		916654
918160		917861
920021		910883
921363		919456
977073		787125
923305		921556
923745		925114
926542		934581
916326		911001
920310		908365
927117		921746
912264		882646
918730		915056
921024		910191
921793		913799
920642		913998
921478		915088
921079		915761
920505		911962
920946		917664
921269		917942
922730		921966
923229		922511
923203		921733
923581		922750
922577		923836
920322		915649
920587		918483
918644		917616
919614		865303
929664		943899
917979		909329
918210		911410
918993		913374
919700		915602
919686		918316
921623		911026
921767		917830
922676		917958
918979		897926
923530		921004
923096		920196
924224		922528
917725		917703
919510		918919
922571		933569
920850		917563
920676		920062
922492		919678
920539		912342
920851		914549
920671		914392
920908		916234
920560		914139
921900		916737
912228		895671
934111		968270
922865		921034
920361		915953
921511		919414
923686		914476
925648		928040
915271		899174
921143		909136
933449		950674
920411		916830
920072		915099
920671		917731
920801		918424
920846		918740
921702		922078
928183		947815
919903		918708
939850		982041
922663		919319
921521		918674
921528		918855
921550		919066
920665		915231
921647		920308
921692		920543
923020		924039
928154		935839
922343		926113
920127		915942
916491		910164
916077		909518
922645		921902
922340		923309
923013		964553
920988		906071
920595		916975
925926		937469
923396		924507
916290		911027
920106		918645
919866		920935
919772		980127
924637		943898
924938		931554
921670		915797
890211		878547
922635		914819
914245		901643
921067		918810
919590		910715
918445		923347
924384		916726
923770		920729
924609		927261
920402		904817
921065		914616
919232		897629
928566		933264
919948		920008
922306		921160
926206		925746
921010		920517
921262		920956
921280		921049
920505		922819
923800		926310
920371		919256
922511		919507
922082		917634
892801		859456
919335		917712
921366		923271
921441		924324
921612		920115
921799		920825
920000		921039
999223		1.22773e+006
915232		908197
822176		868104
921367		918935
919972		912855
921618		919785
922554		922441
898846		837935
918720		913352
931159		935257
920903		922592
925832		841694
921722		915730
919693		914951
921357		920613
923466		930999
976473		957491
918894		910126
912440		900880
920093		915628
920208		915769
917328		910940
934312		962300
921518		917814
964815		818268
916887		914873
918716		916568
936929		927249
922058		922641
925644		938046
914546		862459
923849		925910
922824		921815
921210		918784
921498		919576
921569		919763
921549		919910
921528		920022
921768		919695
922177		915464
920921		917967
924543		926288
920704		917726
926946		928857
920411		918934
921043		920426
920796		919583
920867		919778
921539		920893
918424		929772
924143		934819
919002		928006
922442		913834
921919		918577
922997		919812
923536		920071
923831		920952
924108		921457
922273		919744
922191		918839
919634		916599
932976		963311
920302		912479
920007		913249
920836		917303
920970		918113
920785		916149
920787		916283
920561		919345
921023		912774
921116		916644
920722		917232
919681		916716
921099		915747
920446		917237
921524		918665
921511		918704
921232		918325
921330		918787
921039		920050
922826		939916
919106		912734
920666		918674
922328		920743
917726		921918
923304		919406
924545		923762
924540		923448
922139		919044
922089		919539
927235		924918
922755		917804
922835		919001
921982		912172
922860		920401
927414		933678
920766		915973
920633		915661
920845		916512
920928		916740
921349		918053
920538		918192
921128		919556
922792		923959
919987		926608
927990		933560
923975		923161
936622		983396
935589		978853
948039		989490
935111		955510
924225		939480
914254		902084
923262		922003
920252		915071
912015		900402
922409		918600
921725		917998
923059		924989
922036		914148
924270		920819
924681		920911
949836		941885
920630		918937
919931		917515
919614		917665
922093		915619
922054		919865
927913		943372
916769		906166
1.00616e+006		1.21039e+006
925861		939704
926506		940029
958053		1.59981e+006
905442		864491
917445		906250
920404		914616
921173		919188
920717		919303
921453		919839
925000		925795
924170		924141
925093		924738
917386		911614
897161		882089
920561		917879
-903632		-3.00268e+006
920022		918768
978335		702171
921297		918912
923267		932659
924419		923786
924292		923485
924497		924024
927426		930251
927220		929652
927590		929445
952805		963762
921591		922223
925570		928763
920368		920227
922633		926035
920210		916366
920167		916273
919869		915558
921233		918870
921151		918841
920407		916727
921702		919437
922180		921655
920123		915100
919935		916836
922265		922008
920309		922967
921219		919069
921201		919267
921747		916706
924574		927290
921117		920663
922587		921944
922022		920301
926637		907344
943481		964749
917400		907455
920147		901415
918674		914774
919640		916421
928921		931835
921192		919724
916573		912553
918247		914335
921126		930035
922835		930846
919526		923555
916400		918410
921104		913379
924159		934444
920418		916539
920314		916051
919805		913697
920699		917408
918687		908637
915037		909560
914232		915695
918102		918262
919605		907305
922203		921048
918842		915985
887477		822146
956642		1.06477e+006
927498		951862
917408		915343
1.07687e+006		1.54619e+006
924086		936748
921823		932603
903267		880684
924476		913211
926385		922878
918298		918622
920926		930098
910957		755924
921533		956657
920827		925147
921353		907018
920602		913212
911701		813812
897104		895903
926606		917333
921584		914902
921223		921595
922154		918702
922107		921597
922810		921763
922607		920921
922616		920975
923074		922618
922704		920605
923629		936185
923452		924910
921308		921671
920792		921774
920183		915547
921025		920523
921160		922328
920220		913140
939389		949467
918085		903577
920525		913036
919908		911424
932397		908925
920535		913263
921522		918148
921322		919087
920653		924489
921596		906364
919047		911122
922844		929940
923875		951290
922706		939261
928785		1.00047e+006
936694		1.08206e+006
921692		928154
939184		988229
922064		908832
922419		923604
921610		918452
896930		874382
921599		925688
925814		940921
916354		906792
916341		906732
916540		911252
915544		903242
917239		911242
889073		916674
918590		912147
920540		918024
920382		916659
922960		927126
920694		922533
921797		924577
923076		919828
923012		917140
923302		918039
925130		923194
928072		923362
924860		922798
923043		922836
924183		923249
925597		925549
923054		932786
921153		916717
921533		917591
925840		942785
920845		919361
921233		920725
922078		923246
977037		988444
894127		845425
919982		926493
939692		831462
919362		910882
922578		922829
924871		929434
921549		924211
922394		940910
922282		918106
920637		921440
921527		930710
1.00028e+006		1.32868e+006
922875		919063
922837		919315
930645		935950
921869		919796
920538		915854
922086		919792
923343		922971
920059		919788
921183		920097
927474		952513
923711		932753
926965		934790
924183		934023
930348		998987
926262		925174
935436		958578
921997		929780
921743		921976
921010		922570
919460		917762
924265		915918
921834		917587
924182		925821
913795		911907
930029		931724
930859		927637
924124		926196
924179		942257
922236		918004
921663		919191
920796		914677
901850		910504
923955		926915
925302		924299
915493		916018
929323		939809
925112		929909
934485		988553
931572		973589
920849		913469
919483		918898
926751		941711
825424		642198
910088		903761
916287		916311
916065		923019
921863		929567
926518		919807
931237		935499
922620		917680
966208		992481
914084		893068
922612		934193
903527		900411
916370		912956
918099		917046
919939		918695
964447		1.0434e+006
941686		985087
918391		922104
922260		920555
920846		918831
923622		929863
921307		913174
922171		919377
915924		906948
922536		924426
926337		927926
922324		924508
917051		909565
1.00929e+006		996692
920080		917358
922850		924565
922472		924058
959855		964591
938940		937929
899854		891241
918294		915084
921175		917235
924098		928269
920620		915480
919085		918415
927133		923922
921088		913984
913464		909158
924266		927050
937331		931332
920535		920344
920347		919958
920978		921298
921036		921469
921062		921524
921695		923485
921706		922341
935023		988400
922068		921537
926832		938462
926097		937396
920074		916045
921044		920664
923956		925247
920870		916854
921343		919937
921581		921442
921010		917386
921864		923646
921680		919301
921270		921405
859819		698039
916039		902778
919758		916326
920708		918262
916064		917680
919385		926983
914445		910267
913446		908339
915773		912969
917049		927954
912516		905778
918391		902361
922080		915950
908232		863895
920961		917587
923474		933894
918488		892062
924697		949802
661099		324887
930640		946419
922205		919265
926146		931200
921758		933971
920518		918753
925159		929641
918056		920939
920415		923476
920264		918690
923001		922498
906303		879230
810843		638956
922463		904319
920037		918325
920255		918193
918216		920317
918685		921341
919109		924693
918463		920583
929297		910649
919165		925627
925095		916092
920038		917670
920019		916119
920590		918065
922851		933469
904716		883215
920604		920885
921544		925886
921548		925414
921788		923117
921806		923712
921293		924360
921422		926579
921528		925395
920779		919876
921974		925307
921280		922638
922150		926110
924352		935692
918069		910681
923030		917805
923166		923262
923569		924181
921366		919852
921840		919941
923577		926842
923911		927185
924274		926974
916975		901896
922749		933178
927271		921637
904333		847171
920302		917765
919113		918370
921543		920474
923506		925774
924348		927409
920108		918586
927840		936394
923579		926573
923283		925903
921760		922655
926236		970377
921861		932324
924417		914267
922806		922800
921758		922715
926730		916658
929633		948814
875929		873313
910015		909812
939287		948401
915807		915849
919927		917918
922981		914055
918990		916903
876760		936131
915934		895472
920117		919001
919514		916018
920153		918257
922947		930046
920194		917088
921433		921777
921437		921803
921440		921834
921480		925177
923558		923070
922472		924717
921229		920954
922530		921007
920975		920087
921490		922312
920494		889001
921708		925094
921496		917136
921679		918631
921355		919052
921329		919459
922345		917451
919487		922367
921106		920797
920938		920599
924585		914930
917294		919216
928357		928407
966036		954168
923593		907641
902384		921825
920575		917110
970412		1.3147e+006
929627		932399
930312		932671
1.17436e+006		1.66349e+006
960613		973186
917098		916913
918028		919899
918719		922950
920927		917916
919231		866645
923625		919855
917304		904407
916901		906376
919513		910945
918817		900728
923893		934446
921276		922447
922477		942275
922253		916940
924957		923178
924353		920385
924546		922391
924243		921352
921010		916384
925673		928801
921017		918300
932464		925585
928802		919641
922253		918293
922067		918432
907159		866829
911239		880800
919646		910301
933136		944651
913936		895465
907132		877009
923314		918682
919990		915231
920645		948958
921003		922804
921715		927100
923048		914607
918280		906666
919941		921343
924411		927282
906680		1.12158e+006
919462		931296
921166		918352
921629		920124
930410		962798
932117		922309
926247		936742
924402		917532
932283		920679
940885		923043
928220		926590
923157		925727
921192		927327
921668		932165
925051		930057
926329		937179
930809		958165
885854		772489
928148		941712
914347		890125
925887		931246
909920		881382
920226		1.03175e+006
919662		917235
918890		919700
929743		872684
926374		885016
920747		922767
921193		915291
917580		906532
919051		914264
921105		923661
921516		936661
920580		921238
922263		922273
918013		911561
921300		910874
919598		917837
917953		914334
920260		918493
939364		930338
922284		924330
920761		915075
920211		920274
919983		920078
919952		920842
921465		921047
929253		919190
919102		920204
921122		917795
925149		926986
928810		936504
921749		916939
921713		917463
921063		916752
923026		924368
921210		920594
922314		921111
926386		925043
924276		927974
928034		919536
932910		927029
926476		925206
926467		924983
934958		928530
913837		909596
921614		910683
921944		923633
921953		922756
922131		920988
919911		907650
925941		922424
921131		921545
921071		921863
915798		922218
920429		920980
919012		921654
921004		922816
917562		923011
869060		796668
917941		929120
921788		929095
922317		923500
923531		922523
923026		922320
920454		914614
870320		909607
927115		928155
967963		972138
906046		906188
923016		923847
929302		931221
865459		868516
922622		924835
921906		921155
921967		922984
923695		926720
923485		926627
922350		923876
929226		901937
922410		920374
925964		920964
916585		917361
909010		901415
911562		872933
83659.1		-8563.5
921517		925711
923701		936862
916771		907709
932274		991896
924387		967347
917389		908513
917606		920006
924393		923348
904700		907390
919525		923365
921415		923060
921988		924528
868586		818182
918012		917081
922067		923446
913553		906959
918996		917044
919719		919175
922378		921168
921663		919873
919578		914563
921384		916728
923310		926626
922958		926382
909061		890012
922968		925423
922987		925467
923086		925547
922982		923219
922218		921918
920651		922523
922155		924017
923269		925301
915755		918468
919824		925350
920280		920726
924620		928144
919986		913219
928426		931389
903671		893204
922898		925414
921035		918799
921116		918544
920860		918217
903523		870210
924219		927089
916970		908451
920038		918909
921259		921623
922084		926062
919246		914290
914259		901961
917627		915095
921095		917195
933879		1.08852e+006
922676		925528
920593		917557
917556		913092
920979		916785
926959		921491
920863		917066
920968		917396
920828		916770
921529		920266
923714		919337
920350		924500
922990		927322
922189		931767
921730		928050
921639		924855
922361		917753
925122		929339
910274		884899
920418		919442
920274		920279
920507		920524
920013		919605
927466		935988
918796		906011
923681		941979
898038		782020
918159		913580
859514		661179
922199		925425
923454		927495
922722		925518
916928		910372
921857		922252
922875		924633
913074		900402
922348		908842
925812		955204
923046		933032
922243		933232
920357		912981
921026		917297
924467		935517
922487		922659
924544		950979
919656		914204
920266		915519
920187		915644
920652		921786
920543		921522
923831		925064
923536		923039
924225		927147
918535		905335
922990		918106
926098		937230
921403		911259
918405		901716
925219		930415
919397		906990
921343		908184
920912		918786
914437		891564
932512		968861
921919		922560
922101		915583
921121		923975
921092		923800
923536		935380
923354		934106
923762		936349
922929		931463
924098		950748
920367		907579
920705		917771
899750		852825
921622		926036
920729		925971
920863		924844
923757		920606
921305		924532
923033		925446
922992		949147
924130		926883
924128		926804
923154		924720
901820		919544
922902		930732
936833		924300
919081		926758
948489		950229
922605		935066
926713		915874
923765		894630
934706		912514
919236		901708
912925		886276
920162		928189
921578		918361
922989		925167
918327		899235
923084		925512
891062		718674
923827		944005
925775		936731
916326		901875
920639		914970
925658		913271
922466		917361
929438		953303
919958		914263
920736		917244
924540		927989
922784		910050
930980		930336
922752		934964
920352		917099
913385		873467
922862		929572
919271		911028
920664		917843
922297		910323
921680		921948
924445		931174
921218		924523
923997		932997
922591		927423
922613		919560
919488		923652
928129		922804
921945		916988
921683		923604
922083		926417
926975		880290
921536		922653
921479		921478
921554		920595
910871		926787
924064		921905
921935		920784
929726		947421
917367		914374
921019		946345
922108		918335
922059		917480
921978		921080
920996		923777
922257		919321
922296		919500
922278		936287
921872		916747
921338		916213
921375		915014
921767		918150
969451		1.03799e+006
924047		924061
922173		917746
915406		916789
920118		925491
949967		1.02931e+006
924005		924411
920084		904007
922161		917253
920079		947280
921930		921648
922588		926466
921542		933600
921777		929625
920485		925122
920038		925518
922383		926103
922992		931874
923102		933336
919177		883556
927056		935527
919688		916761
913433		993006
920520		915318
921763		919037
921779		919456
920331		923878
922694		912582
922140		917582
921864		917741
923814		910334
921573		917518
921737		918144
921820		922372
920991		919092
922805		922266
925580		929478
895221		792559
932327		940650
922531		921144
924756		901392
921859		919932
921863		919886
921709		915472
922223		916560
921358		910131
922317		918119
921974		916705
917370		913509
921982		920207
921453		922371
905567		860027
921055		924607
920214		912457
919217		903582
921475		915266
930892		971739
891389		976534
925821		944945
921028		927767
918862		925609
920339		927263
921738		927178
920011		922749
923374		933129
922724		934865
921719		924625
922402		922243
919608		921758
921051		918876
921854		926553
930028		922584
922866		920505
920926		924866
924197		954018
925651		940372
921211		921167
922125		921579
927057		926857
927751		950392
924419		925156
910327		908335
922347		924766
920476		924654
916430		894844
921086		935901
918220		913510
929142		925880
922824		927593
921345		916658
920848		911857
921150		921370
921184		921961
921315		917528
914221		913797
933932		976818
921346		927612
913202		919057
921210		915993
921889		919922
923793		934972
924185		926064
925269		937849
910260		886678
893567		725980
923474		929320
921799		923292
921343		921226
926683		941872
929439		953127
919636		911790
940821		1.00795e+006
926061		934107
929283		935847
920674		916446
921192		918484
917664		917013
920460		917949
923830		920322
923907		936846
922313		929896
920782		923366
924430		929177
922978		929570
923279		925748
911082		902272
923123		919885
877893		966847
905291		888497
926153		950754
924638		941174
929136		968768
926283		947195
917493		902699
921785		918757
890117		560689
922733		919017
919858		918835
927133		935279
923015		925679
923125		909956
919215		848664
936828		958316
922681		919619
919306		912159
919361		912828
912271		922187
917367		901612
924487		919773
931398		938816
923609		921853
918027		919391
929762		942766
923224		924912
922465		924073
922582		924948
915684		902381
921581		930194
921332		908228
921210		915948
915081		902156
920076		919623
917646		910741
919780		932869
893515		895928
939578		927726
858455		861809
928819		914293
933796		968171
920164		900049
919987		916169
923025		917016
911827		904991
933149		921572
919718		909384
921151		918071
915542		909022
923287		923076
923424		924297
923363		923888
924312		927736
923610		924411
923736		922291
923762		922866
923449		922954
923764		921356
925068		906945
923795		918697
847745		668969
923146		925138
923956		928100
925511		892509
922172		924938
919131		933061
922855		924501
919786		915122
923979		927545
921679		920804
925476		935447
922267		921698
922773		920204
922070		921192
921389		919750
920505		917422
922610		924851
929138		930496
701129		707751
909409		902974
936072		941714
926871		922812
925326		898041
922149		929595
922611		916893
923158		964215
926589		1.06891e+006
913035		688822
918653		840649
989164		2.81978e+006
923190		936398
922869		932185
921003		925388
929000		921498
926194		940947
920539		927890
922342		922034
930375		927214
922992		922049
922461		928490
914742		909802
918770		911842
921814		923594
923029		918768
914586		929613
912885		915692
902586		905092
915267		927549
919793		918905
919851		918832
934379		918842
918291		913934
920266		921091
917030		918210
912439		914311
920945		923563
921772		925210
920725		926010
919474		918339
920115		911332
920909		917669
920771		915382
921570		917051
921499		916476
921877		919475
903113		866789
897638		822253
920329		915503
919986		925072
921166		925507
917112		919578
914133		925944
929713		932023
918473		912816
921959		917610
921738		931763
921395		927140
920499		923187
920476		923328
916969		868044
925009		929321
924818		929741
924672		940597
920681		919315
921827		932647
922475		897895
922809		916778
922087		928157
921246		905518
912669		805381
923993		924891
928698		944957
921373		915490
916640		910902
922027		922263
920908		920747
920589		921343
922257		927591
919123		915152
921730		925138
922028		926138
1.00522e+006		1.35515e+006
921394		921467
941805		914566
894370		967849
920596		921428
996002		997463
921153		920437
917827		911457
923837		924470
925991		935073
924753		933038
920232		917202
920340		916794
922460		924055
922367		923725
922125		921193
921962		921346
922111		922559
922618		924551
922926		923883
921312		922622
922452		922428
923452		924345
918757		931308
914791		876154
920241		915971
923875		934762
927028		917929
915277		930479
951858		853816
924747		913664
938523		950739
904159		847933
1.03112e+006		1.2339e+006
924618		920496
923704		919394
923375		919032
993398		985402
924762		920050
927817		934075
989447		1.09858e+006
928870		935987
879731		831690
927165		930561
924502		925655
925861		927677
919010		919547
921812		919864
914827		921845
925482		932674
949889		951824
939528		906841
910334		937139
931664		937302
928631		940943
917626		920166
921955		924405
921470		930626
918031		915994
923933		950305
921605		934739
935111		967815
925714		939006
921888		929977
922208		939114
922300		923816
922601		926656
923814		943564
923997		955645
922710		922286
920409		911885
924034		919811
935138		612271
922799		925970
922812		923829
920866		834455
936036		742191
925592		864220
922747		921974
920675		912382
926555		916470
920400		913337
915516		935250
903848		869563
918465		913452
931006		887566
922999		928804
925064		917446
921499		918068
920127		896430
924083		932197
921770		923859
921639		924223
921242		941465
923450		927877
929613		932119
920674		937346
834042		602418
936765		941649
910595		924146
933861		964962
920817		928912
919604		927470
919608		927514
920952		928985
919301		918262
918360		912757
918682		914371
919997		928980
916455		836029
921354		928511
916800		902802
920800		922050
951433		1.21856e+006
923888		946787
935290		943795
922133		925287
923392		937433
883170		845702
921425		943220
921956		920776
-202576		-1.71478e+006
933716		954304
924681		929817
923047		921741
923404		932761
928564		943198
928129		946082
924056		938126
958334		1.0548e+006
920790		929733
922685		925899
920024		921564
906188		892270
929538		956960
907825		868393
933223		971146
922571		923664
1.02393e+006		1.24305e+006
920220		911660
920207		911496
922050		934395
921087		924338
919114		917726
921222		919537
921395		927501
922499		918845
921831		920703
921577		921907
920829		923448
921067		920844
923644		937445
922084		925154
922860		929054
922538		926754
922263		917774
923151		922887
904253		872694
921517		921547
921154		919500
920580		916539
927633		932181
918004		1.05458e+006
930836		947766
913867		890441
923934		919428
920381		917290
918906		886603
907669		879646
925559		932058
922671		915398
907655		891417
922642		922735
922054		916037
925945		929426
927299		935033
925572		927633
912907		915934
912776		915926
910618		915692
756980		698538
924616		919935
899645		851040
919404		900341
914891		916114
919889		939760
917651		918056
922574		924819
997243		1.04149e+006
919082		931983
921503		923918
922025		923452
928208		926893
917807		915097
922993		929154
922561		926967
915780		874969
921044		919454
920911		918325
921291		917532
922640		947690
909163		811789
921935		928218
924767		914337
920288		920926
917615		912604
917227		910510
923575		934379
921319		916410
919448		917244
920303		920993
914961		905133
919703		918580
919366		921137
921164		923280
921521		962146
916728		908526
916715		908389
914980		904255
916403		905579
921314		892537
926664		913982
903411		922304
1.14183e+006		1.0005e+006
922725		892586
915060		905091
919082		918953
911905		916104
921889		924640
915504		895564
918352		920790
923385		925459
933309		898608
920213		928560
922306		918485
921749		926721
921749		926721
922765		930729
921826		927080
1.0227e+006		1.04229e+006
931351		953628
918550		919738
922422		928606
923401		929413
918418		912451
919751		932094
919902		913651
923611		930855
917025		903088
919645		914787
939088		1.26954e+006
920920		911518
920611		907387
920389		912529
929351		918402
929351		918402
925374		929697
926104		948288
919295		929549
917758		933677
923514		926610
964568		1.04009e+006
923412		925788
924348		921528
919095		899345
919682		920505
924950		924582
916801		914189
930647		931617
928653		930954
924110		919294
911883		901030
922348		925423
918824		891139
919078		915711
919009		915915
916521		917736
919361		912511
919464		914653
921344		911636
910985		752402
926878		1.01493e+006
919720		913658
923229		934936
959272		977420
931773		964458
919104		894064
919268		919114
921751		947818
922539		931862
919044		913108
923637		921394
922522		925344
918500		913423
927713		925161
928378		944306
932391		951366
925171		919640
923636		913889
914325		926354
922376		921568
931638		947480
922321		919192
921635		915012
925489		890647
916216		900393
921840		928949
944743		986566
930415		933762
914368		907950
919270		929009
919366		916651
924105		933077
924096		936973
924773		945950
921524		905173
887559		692965
924070		933156
927561		937974
913054		912846
923171		950121
916187		920457
922008		922211
918179		916000
914051		899041
921635		925148
921227		925658
935257		1.01936e+006
927672		934226
