1		0.998984		0.000000		0.000028		0.000000		0.000988
2		0.998868		0.000000		0.000014		0.000014		0.001104
3		0.998846		0.000000		0.000000		0.000057		0.001097
4		0.998497		0.000097		0.000063		0.000154		0.001189
5		0.998122		0.000088		0.000161		0.000096		0.001533
6		0.997636		0.000085		0.000216		0.000140		0.001923
7		0.997120		0.000179		0.000151		0.000171		0.002379
8		0.996769		0.000105		0.000065		0.000242		0.002819
9		0.996279		0.000061		0.000121		0.000278		0.003261
10		0.995459		0.000087		0.000174		0.000361		0.003919
11		0.994706		0.000086		0.000198		0.000441		0.004569
12		0.993904		0.000108		0.000221		0.000433		0.005334
13		0.992996		0.000152		0.000229		0.000581		0.006042
14		0.992016		0.000161		0.000271		0.000653		0.006899
15		0.990993		0.000105		0.000319		0.000782		0.007801
16		0.989806		0.000072		0.000391		0.000866		0.008865
17		0.988577		0.000057		0.000429		0.000934		0.010003
18		0.987421		0.000067		0.000400		0.001180		0.010932
19		0.985990		0.000070		0.000419		0.001387		0.012134
20		0.984676		0.000109		0.000381		0.001354		0.013480
21		0.983154		0.000122		0.000450		0.001344		0.014930
22		0.981424		0.000082		0.000541		0.001665		0.016288
23		0.979461		0.000050		0.000516		0.001877		0.018096
24		0.977672		0.000063		0.000536		0.001898		0.019831
25		0.975825		0.000091		0.000469		0.002008		0.021607
26		0.974074		0.000072		0.000454		0.001961		0.023439
27		0.972427		0.000043		0.000547		0.002231		0.024752
28		0.970596		0.000055		0.000674		0.002504		0.026171
29		0.969038		0.000079		0.000563		0.002797		0.027523
30		0.967096		0.000094		0.000602		0.003007		0.029201
31		0.965186		0.000071		0.000526		0.003500		0.030717
32		0.963528		0.000054		0.000525		0.003878		0.032015
33		0.961706		0.000075		0.000478		0.004174		0.033567
34		0.960064		0.000087		0.000439		0.004621		0.034789
35		0.958473		0.000072		0.000331		0.005203		0.035921
36		0.956496		0.000073		0.000313		0.006143		0.036975
37		0.954410		0.000085		0.000312		0.006931		0.038262
38		0.952625		0.000082		0.000381		0.007344		0.039568
39		0.950603		0.000072		0.000363		0.007632		0.041330
40		0.948508		0.000072		0.000397		0.007773		0.043250
41		0.946348		0.000077		0.000384		0.007974		0.045217
42		0.943976		0.000086		0.000387		0.008262		0.047289
43		0.941455		0.000052		0.000390		0.008595		0.049508
44		0.939295		0.000079		0.000384		0.009044		0.051198
45		0.936913		0.000068		0.000360		0.009401		0.053258
46		0.934703		0.000093		0.000393		0.009765		0.055046
47		0.932897		0.000077		0.000370		0.010065		0.056591
48		0.931300		0.000058		0.000305		0.010298		0.058039
49		0.929761		0.000055		0.000269		0.010544		0.059371
50		0.928165		0.000057		0.000302		0.010929		0.060547
51		0.926575		0.000062		0.000276		0.011069		0.062018
52		0.924762		0.000077		0.000291		0.011402		0.063468
53		0.922927		0.000079		0.000301		0.011842		0.064851
54		0.921310		0.000064		0.000424		0.012576		0.065626
55		0.919719		0.000083		0.000396		0.013114		0.066688
56		0.917961		0.000071		0.000406		0.013675		0.067887
57		0.916315		0.000074		0.000454		0.014040		0.069117
58		0.914693		0.000082		0.000455		0.014490		0.070280
59		0.913068		0.000070		0.000419		0.014586		0.071857
60		0.911377		0.000076		0.000426		0.014801		0.073320
61		0.909556		0.000074		0.000434		0.014984		0.074952
62		0.907200		0.000085		0.000461		0.014803		0.077451
63		0.904675		0.000094		0.000434		0.015083		0.079714
64		0.902287		0.000091		0.000426		0.015110		0.082086
65		0.899978		0.000076		0.000390		0.015154		0.084402
66		0.897036		0.000069		0.000379		0.015573		0.086943
67		0.894655		0.000061		0.000420		0.015722		0.089142
68		0.891967		0.000066		0.000421		0.015883		0.091663
69		0.889356		0.000094		0.000456		0.016084		0.094010
70		0.886396		0.000100		0.000433		0.015955		0.097116
71		0.883526		0.000093		0.000425		0.016127		0.099829
72		0.880559		0.000094		0.000418		0.016183		0.102746
73		0.877119		0.000085		0.000454		0.016197		0.106145
74		0.874223		0.000092		0.000379		0.016041		0.109265
75		0.871215		0.000095		0.000384		0.015634		0.112672
76		0.867556		0.000098		0.000386		0.015376		0.116584
77		0.864082		0.000087		0.000391		0.014967		0.120473
78		0.860516		0.000087		0.000388		0.014804		0.124205
79		0.856551		0.000092		0.000399		0.014713		0.128245
80		0.852793		0.000048		0.000430		0.014546		0.132183
81		0.849414		0.000061		0.000422		0.014185		0.135918
82		0.846230		0.000075		0.000407		0.013976		0.139312
83		0.842900		0.000082		0.000457		0.013781		0.142780
84		0.839562		0.000093		0.000485		0.013423		0.146437
85		0.836118		0.000075		0.000491		0.013090		0.150226
86		0.833228		0.000087		0.000494		0.012696		0.153495
87		0.830267		0.000090		0.000464		0.012321		0.156858
88		0.827272		0.000104		0.000518		0.012075		0.160031
89		0.824356		0.000092		0.000559		0.011871		0.163122
90		0.821850		0.000088		0.000616		0.011588		0.165858
91		0.818923		0.000098		0.000629		0.011375		0.168975
92		0.816593		0.000072		0.000639		0.011085		0.171611
93		0.813880		0.000084		0.000606		0.010490		0.174940
94		0.811568		0.000091		0.000524		0.010410		0.177407
95		0.809687		0.000089		0.000518		0.010106		0.179600
96		0.807678		0.000064		0.000506		0.009691		0.182061
97		0.805775		0.000086		0.000409		0.009601		0.184129
98		0.803616		0.000087		0.000462		0.009442		0.186393
99		0.802656		0.000083		0.000476		0.009141		0.187644
100		0.800446		0.000070		0.000455		0.009394		0.189635
101		0.798907		0.000076		0.000459		0.009545		0.191013
102		0.796670		0.000081		0.000451		0.009486		0.193312
103		0.794856		0.000083		0.000477		0.009821		0.194763
