Time 		Copied 	Extrap 		MSE 			MAE 			PSN
1		0	0		0.000000		0.000000		1.#INF00
2		0	2197		0.491958		0.027192		51.211525
3		9	2188		0.513497		0.019253		51.025425
4		13	2184		0.159111		0.011123		56.113800
5		14	2183		0.429281		0.015384		51.803383
6		14	2183		0.250823		0.011983		54.137119
7		21	2176		0.001327		0.000358		76.903526
8		19	2178		0.000628		0.000338		80.150345
9		18	2179		0.040448		0.003158		62.061787
10		22	2175		0.564028		0.022931		50.617794
11		37	2160		0.032269		0.002487		63.042984
12		37	2160		0.245559		0.007813		54.229240
13		41	2156		0.135803		0.005028		56.801704
14		38	2159		0.901753		0.024225		48.579926
15		37	2160		1.307022		0.030509		46.967972
16		34	2163		2.082950		0.048472		44.944016
17		37	2160		1.437859		0.033428		46.553642
18		56	2141		0.965870		0.024967		48.281616
19		59	2138		0.490664		0.023339		51.222961
20		64	2133		0.446642		0.020880		51.631207
21		70	2127		0.531614		0.024198		50.874840
22		68	2129		0.729658		0.031558		49.499611
23		72	2125		1.479555		0.042677		46.429497
24		83	2114		2.362308		0.066514		44.397438
25		94	2103		0.808022		0.032619		49.056572
26		93	2104		1.346508		0.039970		46.838715
27		94	2103		0.445970		0.030398		51.637745
28		91	2106		2.438928		0.053962		44.258812
29		103	2094		0.763517		0.032267		49.302616
30		109	2088		2.256825		0.079053		44.595825
31		114	2083		1.594537		0.052906		46.104454
32		123	2074		1.421330		0.041495		46.603855
33		116	2081		2.798487		0.081500		43.661572
34		121	2076		3.038417		0.093098		43.304329
35		134	2063		0.897780		0.035311		48.599106
36		120	2077		4.928797		0.149278		41.203392
37		146	2051		3.097380		0.089423		43.220860
38		146	2051		8.945864		0.186664		38.614582
39		151	2046		4.727634		0.120319		41.384361
40		154	2043		7.495858		0.169595		39.382591
41		152	2045		4.946189		0.142208		41.188095
42		158	2039		5.420481		0.154650		40.790424
43		165	2032		8.506383		0.216055		38.833355
44		181	2016		7.038383		0.185142		39.656075
45		189	2008		6.204756		0.176428		40.203556
46		186	2011		10.012411		0.246089		38.125416
47		190	2007		4.693184		0.159016		41.416126
48		197	2000		9.079158		0.231402		38.550346
49		185	2012		8.103371		0.240864		39.044147
50		201	1996		11.088091		0.293066		37.682236
51		214	1983		10.575978		0.280700		37.887596
52		214	1983		11.850703		0.331322		37.393364
53		228	1969		10.061834		0.273209		38.104031
54		220	1977		9.784143		0.267200		38.225574
55		224	1973		10.528076		0.318495		37.907314
56		232	1965		9.912470		0.262380		38.168987
57		225	1972		15.569008		0.406427		36.208195
58		248	1949		11.193830		0.319780		37.641018
59		238	1959		20.246826		0.446192		35.067234
60		258	1939		14.070604		0.359798		36.647678
61		245	1952		19.591841		0.437881		35.210052
62		263	1934		16.646648		0.424139		35.917534
63		270	1927		19.663465		0.425647		35.194202
64		265	1932		17.548227		0.432844		35.688473
65		268	1929		27.128290		0.601794		33.796581
66		296	1901		14.568215		0.375219		36.496738
67		295	1902		20.948505		0.490767		34.919273
68		295	1902		16.556309		0.438539		35.941170
69		312	1885		16.282221		0.440114		36.013668
70		303	1894		15.648210		0.408028		36.186157
71		315	1882		16.788542		0.464614		35.880672
72		324	1873		14.572626		0.441561		36.495426
73		328	1869		18.466572		0.514428		35.466942
