1		0	0		0.000000		0.000000		1.#INF00		0.000000
2		11	2186		0.159139		0.014573		56.113033		1.464482
3		16	2181		0.107620		0.009317		57.811859		1.033790
4		22	2175		0.000000		0.000000		1.#INF00		0.000000
5		21	2176		0.000792		0.000495		79.142525		0.086139
6		20	2177		0.000458		0.000445		81.523926		0.076869
7		19	2178		0.001736		0.001242		75.735466		0.140317
8		20	2177		0.001220		0.000961		77.266090		0.082882
9		21	2176		0.005750		0.001147		70.534126		0.042246
10		35	2162		0.029575		0.004381		63.421555		0.154990
11		41	2156		0.000283		0.000255		83.615814		0.026982
12		44	2153		0.003159		0.000728		73.134789		0.030443
13		43	2154		0.065436		0.003361		59.972641		0.141527
14		48	2149		0.037439		0.003058		62.397552		0.103281
15		50	2147		0.035580		0.004345		62.618782		0.079532
16		53	2144		0.006438		0.001153		70.043633		0.022531
17		49	2148		0.051955		0.004427		60.974556		0.117173
18		69	2128		0.017186		0.003733		65.779068		0.101657
19		70	2127		0.039845		0.006005		62.127033		0.163736
20		79	2118		0.002789		0.001230		73.676216		0.048488
21		82	2115		0.018248		0.002823		65.518547		0.050691
22		84	2113		0.015988		0.003934		66.092995		0.076631
23		86	2111		0.275984		0.022125		53.721958		0.478609
24		107	2090		0.068522		0.006353		59.772511		0.125640
25		110	2087		0.133469		0.012709		56.877007		0.393701
26		112	2085		0.202231		0.019241		55.072323		0.298199
27		113	2084		0.067425		0.009128		59.842598		0.202064
28		115	2082		0.102034		0.009138		58.043335		0.157570
29		128	2069		0.177314		0.018555		55.643372		0.240128
30		134	2063		0.111184		0.012262		57.670364		0.284608
31		141	2056		0.192309		0.019931		55.290798		0.279358
32		135	2062		0.195692		0.021439		55.215069		0.429090
33		142	2055		0.149684		0.014003		56.379036		0.272181
34		147	2050		0.154478		0.013947		56.242134		0.154991
35		154	2043		0.203392		0.022067		55.047459		0.222779
36		169	2028		0.494256		0.030791		51.191284		0.342711
37		174	2023		0.306339		0.023255		53.268780		0.279386
38		181	2016		0.268727		0.023311		53.837700		0.329729
39		185	2012		1.163558		0.049423		47.472923		0.731135
40		186	2011		0.707456		0.038353		49.633808		0.390987
41		193	2004		0.327911		0.024448		52.973248		0.333242
42		196	2001		0.423520		0.040652		51.862064		0.537638
43		213	1984		0.503748		0.044086		51.108665		0.596189
44		220	1977		0.918591		0.034600		48.499584		0.297652
45		224	1973		0.752017		0.060114		49.368523		0.550429
46		232	1965		0.282108		0.030977		53.626652		0.272414
47		235	1962		1.343750		0.077794		46.847618		1.059494
48		247	1950		1.315919		0.058288		46.938515		0.804256
49		241	1956		1.363917		0.072689		46.782921		0.756256
50		264	1933		1.004663		0.061553		48.110600		0.594213
51		278	1919		0.805431		0.056122		49.070518		0.626521
52		279	1918		1.102900		0.073809		47.705441		0.908484
53		281	1916		0.782562		0.061969		49.195614		0.585451
54		286	1911		1.158141		0.082484		47.493191		0.885485
55		297	1900		0.553753		0.051537		50.697639		0.497095
56		310	1887		1.215908		0.058433		47.281799		0.608674
57		316	1881		0.619092		0.050702		50.213249		0.595984
58		325	1872		2.321909		0.120194		44.472351		1.517390
59		330	1867		0.445670		0.046533		51.640667		0.484154
60		344	1853		0.874975		0.066706		48.710846		0.539545
61		346	1851		1.961584		0.104216		45.204735		1.005715
62		355	1842		0.293302		0.032352		53.457661		0.508061
63		365	1832		2.377667		0.125539		44.369293		1.623855
64		381	1816		1.498517		0.075398		46.374187		0.809827
65		388	1809		0.311539		0.035977		53.195679		0.256992
66		402	1795		2.069894		0.117297		44.971321		1.117701
67		422	1775		0.170783		0.021795		55.806358		0.209837
68		426	1771		2.370603		0.133881		44.382214		1.525057
69		434	1763		0.622959		0.066984		50.186203		0.530933
70		444	1753		1.469927		0.094583		46.457848		0.962330
71		466	1731		1.279027		0.105533		47.062004		0.887968
72		473	1724		1.707884		0.123734		45.806217		0.858989
73		499	1698		0.935831		0.076891		48.418827		0.474020
74		515	1682		1.711416		0.113244		45.797249		0.850540
75		529	1668		1.413070		0.111705		46.629166		0.698742
76		538	1659		1.124066		0.108216		47.622887		0.797647
77		562	1635		1.777641		0.109919		45.632362		0.738670
78		567	1630		4.797295		0.194933		41.320839		1.079324
79		589	1608		7.689519		0.215400		39.271812		0.755424
80		604	1593		14.043814		0.307998		36.655952		0.890869
81		625	1572		22.895699		0.401652		34.533264		0.853745
82		614	1583		41.430038		0.597405		31.957649		1.224212
83		652	1545		68.810883		0.746775		29.754234		0.994328
84		669	1528		90.722618		0.934333		28.553648		0.707510
85		684	1513		100.026337		1.040470		28.129662		0.824859
86		687	1510		113.252525		1.160977		27.590324		1.008415
87		710	1487		133.247528		1.269591		26.884212		0.629414
88		712	1485		147.278671		1.545944		26.449404		1.313519
89		736	1461		138.923370		1.594730		26.703051		1.102196
90		774	1423		142.970230		1.785200		26.578348		1.254812
