1		0	0		0.000000		0.000000		1.#INF00		0.000000
2		0	2197		1.400664		0.078995		46.667461		8.959563
3		9	2188		1.370817		0.056598		46.761009		13.518634
4		13	2184		0.476442		0.032777		51.350704		3.017887
5		14	2183		1.666017		0.050633		45.914009		10.069426
6		14	2183		0.778197		0.038253		49.219910		5.391171
7		21	2176		0.011647		0.003041		67.468712		0.128067
8		19	2178		0.016258		0.004592		66.020187		0.239712
9		18	2179		0.123498		0.011767		57.214188		0.804629
10		22	2175		1.530295		0.067442		46.283051		3.980271
11		37	2160		0.081522		0.007122		59.018063		0.531570
12		37	2160		0.678842		0.023739		49.813114		1.322573
13		41	2156		0.484784		0.016097		51.275314		0.589413
14		38	2159		3.373614		0.084155		42.849850		3.403344
15		37	2160		4.594297		0.097969		41.508614		3.889599
16		34	2163		5.505999		0.144923		40.722443		7.261995
17		37	2160		3.965930		0.095145		42.147354		3.778918
18		56	2141		1.876981		0.059012		45.396202		2.094800
19		59	2138		1.094445		0.057314		47.738861		2.567152
20		64	2133		1.381225		0.059253		46.728157		2.228583
21		70	2127		1.412778		0.068353		46.630062		2.247299
22		68	2129		2.221420		0.093980		44.664497		3.405859
23		72	2125		3.585761		0.119367		42.584991		3.388741
24		83	2114		5.920780		0.176577		40.407013		5.374218
25		94	2103		1.881967		0.082967		45.384682		1.992237
26		93	2104		3.375780		0.108270		42.847061		2.920325
27		94	2103		1.405100		0.089138		46.653732		3.275889
28		91	2106		5.688706		0.133994		40.580669		2.865356
29		103	2094		3.017472		0.095231		43.334370		3.297910
30		109	2088		5.870027		0.216367		40.444405		6.193419
31		114	2083		4.038817		0.141055		42.068260		3.595458
32		123	2074		3.329806		0.101412		42.906612		2.231431
33		116	2081		6.264364		0.194908		40.162033		4.692920
34		121	2076		6.840742		0.224064		39.779770		3.782723
35		134	2063		2.232137		0.091172		44.643593		1.431504
36		120	2077		14.811193		0.417684		36.424904		8.164369
37		146	2051		8.437550		0.240678		38.868641		4.861726
38		146	2051		24.841171		0.517666		34.179081		10.033237
39		151	2046		13.630468		0.337578		36.785694		7.247234
40		154	2043		18.384727		0.429558		35.486229		7.516487
41		152	2045		13.010553		0.383706		36.987846		7.940805
42		158	2039		14.203169		0.416591		36.606949		7.408285
43		165	2032		24.186127		0.601498		34.295139		13.324155
44		181	2016		20.447618		0.522187		35.024376		7.502721
45		189	2008		18.065401		0.501352		35.562328		11.115610
