1		0	0		0.000000		0.000000		1.#INF00		0.000000
2		0	2197		1.400664		0.078995		46.667461		8.959563
3		13	2184		0.195945		0.019936		55.209457		2.036636
4		16	2181		0.222050		0.014384		54.666294		1.183866
5		17	2180		0.086855		0.013089		58.742870		1.865682
6		20	2177		0.008542		0.003236		68.815109		0.231261
7		19	2178		0.010544		0.004128		67.900856		0.245273
8		22	2175		0.000078		0.000066		89.202896		0.001703
9		19	2178		0.010483		0.003108		67.926025		0.174344
10		32	2165		0.255291		0.016009		54.060455		0.889928
11		39	2158		0.073578		0.005541		59.463314		0.401775
12		43	2154		0.032486		0.003186		63.013847		0.121007
13		42	2155		0.114570		0.008486		57.540085		0.400509
14		44	2153		0.191572		0.012212		55.307487		0.517085
15		45	2152		0.351698		0.019755		52.669102		1.094593
16		45	2152		0.307861		0.013520		53.247257		0.972985
17		43	2154		0.592748		0.038661		50.402100		1.806480
18		62	2135		0.138456		0.018012		56.717678		0.772528
19		68	2129		0.191686		0.020927		55.304901		0.682918
20		76	2121		0.252344		0.013997		54.110878		0.462720
21		78	2119		0.090666		0.010819		58.556374		0.201511
22		78	2119		0.278630		0.021064		53.680531		0.682320
23		76	2121		0.959603		0.063378		48.309891		1.333483
24		101	2096		0.727170		0.036467		49.514442		0.937080
25		99	2098		0.652119		0.040069		49.987534		0.805668
26		99	2098		1.833497		0.067094		45.498001		1.357352
27		110	2087		0.426925		0.027834		51.827286		0.581223
28		98	2099		1.536653		0.055762		46.265045		0.891820
29		119	2078		0.389373		0.029273		52.227139		0.580236
30		125	2072		1.421172		0.075206		46.604340		1.938430
31		129	2068		1.276619		0.045025		47.070194		1.244848
32		124	2073		0.755772		0.049553		49.346893		0.985285
33		136	2061		1.447594		0.082225		46.524334		1.471732
34		136	2061		1.039397		0.053397		47.962990		0.862202
35		142	2055		0.982244		0.062228		48.208611		0.996954
36		158	2039		1.790764		0.085983		45.600418		1.468891
37		161	2036		2.866302		0.116245		43.557587		2.136709
38		168	2029		5.193611		0.190870		40.976109		3.057277
39		167	2030		4.193674		0.128720		41.904861		1.788749
40		174	2023		3.493541		0.160122		42.698143		2.665663
41		171	2026		4.678422		0.189281		41.429810		3.073814
42		192	2005		1.082442		0.077052		47.786755		1.524422
43		198	1999		3.711886		0.169864		42.434860		3.019277
44		198	1999		3.592597		0.165762		42.576717		2.854067
45		218	1979		1.693164		0.086786		45.843811		1.014729
